,P_HIT_CN,G_ID,G_DAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN
189,4,189,2020-08-18,HH,SK,0,T,43,32,3,3,6,2,0,0,0,0,0,0,7,0.0,4,16,0,0,32,0.235294118,17
190,2,190,2020-08-18,SS,KT,0,B,37,32,2,3,6,3,0,0,0,0,1,1,3,0.0,1,6,1,1,16,0.222222222,9
191,1,191,2020-08-18,Hero,NC,0,T,35,34,1,1,7,0,0,0,1,0,0,0,0,0.0,1,6,0,0,14,0.333333333,3
192,3,192,2020-08-18,HT,LG,0,T,46,40,5,5,11,2,0,0,0,0,1,0,5,0.0,0,8,0,0,20,0.333333333,9
193,3,193,2020-08-18,NC,WO,0,B,32,27,5,5,7,3,0,1,0,0,2,1,2,0.0,1,4,1,1,8,0.6,5
194,3,194,2020-08-18,KT,SS,0,T,42,33,5,6,9,1,0,1,0,0,1,1,8,0.0,0,7,0,0,16,0.3,10
195,2,195,2020-08-18,LG,HT,0,B,40,37,6,6,12,1,0,2,1,0,1,1,2,0.0,0,13,2,2,16,0.4,5
196,4,196,2020-08-18,OB,LT,0,T,50,43,7,9,16,2,0,0,1,0,1,1,3,0.0,2,10,0,0,32,0.25,16
197,2,197,2020-08-18,SK,HH,0,B,40,31,8,9,8,2,0,2,0,0,2,1,5,0.0,2,4,0,0,16,0.222222222,9
198,3,198,2020-08-19,HH,SK,0,T,43,40,5,6,12,2,0,2,0,0,0,0,3,0.0,0,8,0,0,29,0.2,15
199,1,199,2020-08-19,NC,WO,0,B,40,36,4,4,7,1,0,1,0,0,0,0,4,0.0,0,7,0,0,20,0.111111111,9
200,1,200,2020-08-19,OB,LT,0,T,33,28,3,3,6,0,0,1,0,0,0,0,4,0.0,1,6,3,3,11,0.166666667,6
201,1,201,2020-08-19,HT,LG,0,T,36,34,1,1,8,0,0,0,0,0,0,0,2,0.0,0,9,1,1,18,0.2,5
202,2,202,2020-08-19,SS,KT,0,B,38,34,4,4,11,0,0,0,0,0,2,2,2,0.0,0,7,3,3,13,0.4,5
203,11,203,2020-08-19,SK,HH,0,B,57,46,26,26,22,4,0,6,0,0,0,0,10,0.0,1,4,0,0,28,0.5,22
204,3,204,2020-08-19,Hero,NC,0,T,40,35,6,6,8,3,0,1,1,0,0,0,3,0.0,2,5,1,1,18,0.3,10
205,4,205,2020-08-19,LT,LT,0,B,35,31,6,7,10,3,0,0,4,0,3,1,1,0.0,0,3,1,1,10,0.4,10
206,6,206,2020-08-19,LG,HT,0,B,45,34,9,10,12,2,2,1,1,0,1,1,9,0.0,1,3,2,2,24,0.375,16
207,2,207,2020-08-19,KT,SS,0,T,37,31,6,6,6,1,0,1,0,0,1,1,4,0.0,1,8,1,1,8,0.333333333,6
208,0,208,2020-08-20,HH,KT,0,B,34,29,0,0,2,0,0,0,0,0,0,0,5,0.0,0,9,0,0,16,0.0,6
209,1,209,2020-08-20,HT,NC,0,B,39,33,1,2,5,0,0,0,0,0,0,0,5,0.0,1,10,0,0,15,0.25,4
210,3,210,2020-08-20,LG,WO,0,T,38,36,5,5,9,1,0,1,1,0,0,0,2,0.0,0,9,1,1,16,0.25,12
211,0,211,2020-08-20,SK,SS,0,B,40,35,3,3,11,0,0,2,0,0,1,1,4,0.0,0,6,2,2,19,0.0,6
212,3,212,2020-08-20,OB,LT,0,B,43,40,5,5,14,4,0,0,0,0,0,0,3,0.0,0,10,1,1,20,0.23076923100000002,13
213,5,213,2020-08-20,SS,SK,0,T,42,35,7,8,9,2,0,0,2,0,1,0,6,0.0,0,9,1,1,18,0.5555555560000001,9
214,4,214,2020-08-20,Hero,LG,0,B,39,31,6,6,8,2,0,0,2,0,1,1,6,0.0,1,6,1,1,20,0.333333333,12
215,3,215,2020-08-20,LT,OB,0,T,44,36,6,6,11,2,1,1,2,0,1,0,7,1.0,0,7,1,1,23,0.2,15
216,11,216,2020-08-20,NC,HT,0,T,51,45,13,14,21,3,0,1,3,0,2,1,3,0.0,0,6,0,0,17,0.578947368,19
217,1,217,2020-08-20,KT,HH,0,T,36,31,3,3,6,0,0,1,3,0,1,0,4,1.0,0,5,1,1,14,0.111111111,9
218,0,218,2020-08-21,LT,OB,0,T,33,31,0,0,3,1,0,0,2,0,0,0,2,1.0,0,8,0,0,13,0.0,9
219,1,219,2020-08-21,Hero,LG,0,B,36,33,3,3,6,0,0,1,1,0,0,0,2,0.0,1,6,0,0,13,0.166666667,6
220,2,220,2020-08-21,HT,NC,0,B,38,34,4,4,9,0,0,2,1,0,1,0,2,0.0,1,5,0,0,9,0.333333333,6
221,2,221,2020-08-21,SS,SK,0,T,47,37,6,6,11,1,1,2,0,0,1,1,8,0.0,1,8,1,1,32,0.133333333,15
222,1,222,2020-08-21,KT,HH,0,T,35,30,1,1,4,0,0,1,0,0,0,0,4,0.0,1,12,1,1,11,0.25,4
223,4,223,2020-08-21,NC,HT,0,T,43,38,7,10,10,5,0,1,0,0,1,0,4,0.0,0,10,0,0,15,0.333333333,12
224,4,224,2020-08-21,LG,WO,0,T,42,36,7,7,10,2,1,2,1,0,0,0,6,0.0,0,6,0,0,15,0.333333333,12
225,4,225,2020-08-21,HH,KT,0,B,37,35,5,5,11,2,0,1,0,0,0,0,2,0.0,0,6,1,1,18,0.4,10
226,3,226,2020-08-21,SK,SS,0,B,43,32,8,8,12,2,0,0,0,0,2,1,5,1.0,3,2,0,0,21,0.272727273,11
227,1,227,2020-08-21,OB,LT,0,B,36,31,1,1,5,0,0,0,0,0,1,0,4,1.0,0,6,0,0,16,0.14285714300000002,7
228,4,228,2020-08-22,LT,SS,0,T,42,39,4,5,13,2,0,1,1,0,1,0,2,0.0,0,5,0,0,22,0.28571428600000004,14
229,2,229,2020-08-22,Hero,HT,0,B,37,32,4,4,10,1,0,1,1,0,0,0,5,0.0,0,6,2,2,21,0.25,8
230,3,230,2020-08-22,OB,SK,0,T,44,39,6,8,12,1,0,2,2,0,0,0,4,0.0,1,9,0,0,18,0.25,12
231,2,231,2020-08-22,SS,LT,0,B,38,35,3,3,10,1,0,0,3,0,1,1,2,0.0,0,5,1,1,12,0.25,8
232,1,232,2020-08-22,SK,OB,0,B,41,36,1,1,9,2,0,1,0,0,0,0,5,0.0,0,7,0,0,17,0.125,8
233,3,233,2020-08-22,HT,WO,0,T,37,34,3,3,7,0,0,0,2,0,0,0,3,0.0,0,10,0,0,17,0.3,10
234,0,234,2020-08-23,SK,OB,0,B,40,34,1,1,9,1,1,0,0,0,1,1,4,0.0,1,7,0,0,19,0.0,6
235,0,235,2020-08-23,SS,LT,0,B,35,31,0,0,4,0,0,0,0,0,0,0,4,0.0,0,7,0,0,17,0.0,5
236,3,236,2020-08-23,LG,HH,0,B,37,30,3,3,6,1,0,0,0,0,0,0,6,1.0,1,8,3,3,14,0.428571429,7
237,1,237,2020-08-23,NC,KT,0,T,40,35,1,1,9,2,0,0,0,0,0,0,4,0.0,1,7,1,1,16,0.166666667,6
238,4,238,2020-08-23,Hero,HT,0,B,41,37,5,7,13,2,1,0,1,0,1,0,3,0.0,0,9,1,1,17,0.28571428600000004,14
239,4,239,2020-08-23,OB,SK,0,T,45,35,8,8,9,0,0,3,3,0,1,0,7,0.0,2,4,0,0,20,0.363636364,11
240,1,240,2020-08-23,HH,LG,0,T,36,31,4,4,6,1,0,1,0,0,1,1,4,0.0,0,6,0,0,11,0.25,4
241,3,241,2020-08-23,LT,SS,0,T,43,37,10,11,10,2,0,3,1,0,0,0,6,0.0,0,7,0,0,11,0.333333333,9
242,5,242,2020-08-23,HT,WO,0,T,41,36,8,8,11,0,0,3,0,0,2,1,2,0.0,1,9,0,0,9,0.625,8
243,4,243,2020-08-23,KT,NC,0,B,42,34,10,10,13,2,0,3,0,0,0,0,8,0.0,0,6,1,1,16,0.444444444,9
244,4,244,2020-08-24,KT,NC,0,B,41,37,8,8,14,1,0,1,1,0,0,0,4,0.0,0,9,0,0,20,0.28571428600000004,14
245,4,245,2020-08-24,HH,LG,0,T,46,38,5,6,14,1,2,0,0,0,4,2,3,0.0,0,7,0,0,23,0.25,16
246,1,246,2020-08-24,NC,KT,0,T,37,34,1,1,8,0,0,0,1,0,0,0,2,0.0,1,4,1,1,17,0.14285714300000002,7
247,1,247,2020-08-24,LG,HH,0,B,37,32,3,3,5,1,0,0,1,0,0,0,4,0.0,1,6,1,1,14,0.125,8
248,1,248,2020-08-25,KT,WO,0,B,33,32,1,1,5,2,0,0,0,0,0,0,1,0.0,0,7,0,0,10,0.2,5
249,2,249,2020-08-25,HT,OB,0,T,45,34,8,8,9,2,0,1,2,0,0,0,9,0.0,2,5,2,2,20,0.166666667,12
250,2,250,2020-08-25,LT,SK,0,B,43,38,8,8,11,1,0,1,0,0,1,1,4,0.0,0,6,1,1,20,0.25,8
251,2,251,2020-08-25,HH,NC,0,T,43,37,3,3,11,1,1,0,0,0,0,0,4,0.0,2,9,1,1,24,0.153846154,13
252,2,252,2020-08-25,LG,SS,0,T,40,33,3,3,7,1,0,1,1,0,0,0,4,0.0,3,8,0,0,16,0.25,8
253,2,253,2020-08-25,Hero,KT,0,T,44,36,3,4,10,0,0,0,2,0,0,0,6,1.0,1,6,0,0,29,0.153846154,13
254,5,254,2020-08-25,SK,LT,0,T,46,37,10,10,11,3,0,2,1,0,0,0,7,0.0,2,3,1,1,20,0.333333333,15
255,2,255,2020-08-25,NC,HH,0,B,40,38,11,11,15,3,0,6,1,0,0,0,2,0.0,0,7,0,0,11,0.25,8
256,2,256,2020-08-25,OB,HT,0,B,43,37,10,10,15,1,0,3,0,0,1,0,5,0.0,0,2,1,1,16,0.25,8
257,0,257,2020-08-25,SS,LG,0,B,31,31,4,4,7,1,0,2,0,0,0,0,0,0.0,0,4,0,0,8,0.0,4
258,0,258,2020-08-26,SK,LT,0,T,31,29,1,1,4,0,0,1,1,0,0,0,2,0.0,0,7,2,2,5,0.0,1
259,3,259,2020-08-26,HH,NC,0,T,39,34,5,5,7,1,0,1,0,0,0,0,2,0.0,3,8,2,2,18,0.25,12
260,2,260,2020-08-26,Hero,KT,0,T,40,36,5,5,8,0,1,2,1,0,1,0,3,0.0,0,6,1,1,12,0.333333333,6
261,3,261,2020-08-26,SS,LG,0,B,37,35,5,5,9,0,0,1,0,0,0,0,1,0.0,1,6,1,1,14,0.375,8
262,2,262,2020-08-26,OB,HT,0,B,43,35,5,5,11,1,0,1,0,0,2,2,6,0.0,0,8,1,1,28,0.166666667,12
263,2,263,2020-08-26,LT,SK,0,B,37,28,3,3,4,0,0,0,0,0,0,0,8,0.0,1,4,0,0,14,0.28571428600000004,7
264,1,264,2020-08-26,LG,SS,0,T,39,36,8,8,10,1,0,4,0,0,0,0,3,0.0,0,7,0,0,9,0.25,4
265,4,265,2020-08-26,NC,HH,0,B,40,36,9,9,11,2,0,2,1,0,0,0,3,0.0,1,6,1,1,18,0.363636364,11
266,3,266,2020-08-26,HT,OB,0,T,46,41,7,7,15,1,0,1,0,0,1,0,4,0.0,0,5,0,0,22,0.25,12
267,3,267,2020-08-26,KT,WO,0,B,44,36,5,6,10,2,0,1,1,0,1,0,7,0.0,0,6,2,2,21,0.3,10
268,3,268,2020-08-27,LT,WO,0,B,43,36,5,6,12,2,0,0,0,0,1,1,5,0.0,1,5,2,2,23,0.3,10
269,0,269,2020-08-27,KT,LG,0,T,35,29,0,0,2,1,0,0,0,0,0,0,4,0.0,2,5,0,0,18,0.0,8
270,3,270,2020-08-27,HT,SK,0,T,37,33,3,4,8,2,0,0,0,0,1,0,2,0.0,1,12,0,0,16,0.333333333,9
271,1,271,2020-08-27,SS,HH,0,T,33,32,0,0,8,0,0,0,1,0,0,0,0,0.0,1,6,1,1,18,0.14285714300000002,7
272,4,272,2020-08-27,OB,NC,0,T,39,37,2,2,13,6,0,0,0,0,0,0,2,0.0,0,4,1,1,25,0.235294118,17
273,4,273,2020-08-27,SK,HT,0,B,42,36,10,10,14,4,0,2,1,0,3,1,2,0.0,1,6,0,0,16,0.333333333,12
274,4,274,2020-08-27,HH,SS,0,B,38,33,7,7,11,1,1,0,0,0,1,0,4,0.0,0,3,1,1,18,0.333333333,12
275,5,275,2020-08-27,NC,OB,0,B,40,35,7,8,13,2,1,1,0,0,0,0,4,0.0,1,9,1,1,14,0.454545455,11
276,5,276,2020-08-27,Hero,LT,0,T,45,40,11,11,15,5,0,3,2,0,1,0,3,0.0,1,2,2,2,17,0.333333333,15
277,1,277,2020-08-27,LG,KT,0,B,31,29,1,2,6,0,1,0,1,0,0,0,2,0.0,0,7,1,1,13,0.166666667,6
278,3,278,2020-08-28,NC,OB,0,B,39,35,3,4,10,1,1,1,0,0,0,0,4,0.0,0,4,1,1,14,0.428571429,7
279,2,279,2020-08-28,LT,WO,0,B,40,37,4,4,12,2,0,2,2,0,0,0,2,0.0,1,3,1,1,18,0.28571428600000004,7
280,5,280,2020-08-28,SK,HT,0,B,44,33,7,8,11,2,2,1,0,0,2,0,6,0.0,3,10,2,2,21,0.384615385,13
281,2,281,2020-08-28,KT,LG,0,T,40,36,5,5,5,1,0,2,1,0,0,0,3,0.0,1,13,1,1,8,0.4,5
282,4,282,2020-08-28,Hero,LT,0,T,44,36,7,8,11,3,0,2,5,0,1,1,7,1.0,0,7,0,0,18,0.307692308,13
283,3,283,2020-08-28,HT,SK,0,T,45,39,11,11,13,0,0,4,0,0,2,0,4,0.0,0,8,0,0,20,0.214285714,14
284,4,284,2020-08-28,OB,NC,0,T,52,46,11,11,18,1,0,4,0,0,0,0,4,0.0,2,4,0,0,30,0.235294118,17
285,6,285,2020-08-28,LG,KT,0,B,47,40,5,6,12,3,0,0,0,0,2,1,4,1.0,1,6,2,2,21,0.46153846200000004,13
286,1,286,2020-08-29,LT,HH,0,B,40,33,9,9,11,3,0,4,1,0,1,1,6,0.0,0,5,1,1,12,0.166666667,6
287,4,287,2020-08-29,SS,WO,0,T,40,37,5,5,10,2,0,0,1,0,1,0,2,0.0,0,10,0,0,15,0.4,10
288,2,288,2020-08-29,HH,HH,0,T,40,38,6,7,11,0,1,2,0,0,0,0,2,0.0,0,13,0,0,14,0.5,4
289,3,289,2020-08-29,Hero,SS,0,B,35,30,4,4,8,2,0,0,0,0,2,1,3,0.0,0,3,3,3,11,0.428571429,7
290,1,290,2020-08-29,SK,NC,0,T,37,35,5,5,9,0,0,2,0,0,0,0,2,0.0,0,5,1,1,12,0.166666667,6
291,2,291,2020-08-29,OB,LG,0,T,38,35,5,5,11,3,0,1,2,0,0,0,3,0.0,0,3,0,0,15,0.166666667,12
292,3,292,2020-08-29,LG,OB,0,B,37,36,5,5,10,2,0,2,0,0,0,0,1,0.0,0,13,0,0,20,0.25,12
293,3,293,2020-08-29,NC,SK,0,B,39,35,8,9,14,3,0,2,1,0,0,0,3,1.0,1,4,1,1,13,0.3,10
294,0,294,2020-08-30,SK,NC,0,T,37,33,4,4,7,1,0,3,0,0,1,0,3,0.0,0,7,0,0,12,0.0,4
295,5,295,2020-08-30,HT,KT,1,B,38,34,7,7,10,2,0,1,1,0,0,0,4,0.0,0,1,1,1,15,0.35714285700000004,14
296,2,296,2020-08-30,KT,HT,1,T,41,37,4,5,10,1,1,1,1,0,0,1,3,0.0,0,10,0,0,16,0.25,8
297,1,297,2020-08-30,HH,LT,0,T,35,33,2,2,6,1,0,0,1,0,0,0,2,0.0,0,6,0,0,11,0.2,5
298,1,298,2020-08-30,OB,LG,0,T,32,31,1,1,7,1,0,0,0,0,0,0,0,0.0,1,5,2,2,11,0.14285714300000002,7
299,4,299,2020-08-30,NC,SK,0,B,38,28,6,7,7,2,1,0,0,0,2,1,7,1.0,1,5,0,0,13,0.571428571,7
300,4,300,2020-08-30,KT,HT,1,T,46,34,8,8,7,2,0,1,0,1,1,0,11,0.0,0,7,0,0,22,0.444444444,9
301,1,301,2020-08-30,Hero,SS,0,B,37,34,3,3,11,1,1,0,3,0,0,0,3,0.0,0,4,1,1,21,0.083333333,12
302,2,302,2020-08-30,SS,WO,0,T,37,34,2,2,10,0,0,0,2,0,2,1,1,0.0,0,5,1,1,13,0.25,8
303,3,303,2020-08-30,HT,KT,1,B,40,33,5,5,10,1,0,0,0,0,2,1,3,0.0,1,8,1,1,16,0.25,12
304,3,304,2020-08-30,LG,OB,0,B,37,30,4,4,8,2,0,1,2,0,1,0,6,1.0,0,6,1,1,20,0.25,12
305,4,305,2020-08-30,LT,HH,0,B,37,34,5,6,10,3,0,0,2,0,0,0,3,0.0,0,6,1,1,19,0.333333333,12
306,4,306,2020-09-01,OB,HH,0,B,36,33,4,4,10,2,0,0,1,0,1,1,2,0.0,0,5,1,1,17,0.363636364,11
307,3,307,2020-09-01,HT,SS,0,B,40,31,6,6,9,2,0,1,0,0,0,0,9,0.0,0,9,0,0,20,0.25,12
308,4,308,2020-09-01,LG,SK,0,T,49,38,12,13,11,3,0,3,0,0,2,1,8,1.0,1,10,0,0,20,0.333333333,12
309,5,309,2020-09-01,SK,LG,0,B,42,35,5,5,10,0,0,0,1,0,1,1,6,1.0,0,8,1,1,18,0.41666666700000005,12
310,2,310,2020-09-01,LT,KT,0,T,35,29,2,2,6,1,0,0,0,0,0,0,6,0.0,0,3,2,2,12,0.25,8
311,1,311,2020-09-01,Hero,NC,0,B,35,33,2,2,6,2,0,0,0,0,0,0,2,0.0,0,7,0,0,16,0.2,5
312,0,312,2020-09-01,SS,HT,0,T,31,30,0,0,4,0,0,0,0,0,0,0,1,0.0,0,5,2,2,8,0.0,1
313,0,313,2020-09-01,HH,OB,0,T,29,29,0,0,3,0,0,0,0,0,0,0,0,0.0,0,9,1,1,5,0.0,0
314,1,314,2020-09-01,NC,WO,0,T,38,32,5,5,10,2,0,1,0,0,2,2,4,0.0,0,10,1,1,12,0.14285714300000002,7
315,5,315,2020-09-01,KT,LT,0,B,41,37,10,11,14,2,0,2,2,0,1,0,3,0.0,0,7,1,1,17,0.41666666700000005,12
316,5,316,2020-09-02,Hero,NC,0,B,41,31,6,6,7,2,0,0,1,0,0,0,7,0.0,3,7,0,0,24,0.384615385,13
317,3,317,2020-09-02,NC,WO,0,T,38,34,4,4,9,3,0,1,0,0,0,0,2,0.0,2,5,2,2,15,0.428571429,7
318,2,318,2020-09-03,LT,HT,0,B,33,30,3,3,5,2,0,0,1,0,0,0,2,0.0,1,6,1,1,6,0.5,4
319,2,319,2020-09-03,SK,KT,0,T,37,32,2,2,8,1,0,0,1,0,0,0,5,0.0,0,2,2,2,19,0.222222222,9
320,2,320,2020-09-03,OB,SS,0,T,41,38,8,10,10,3,1,3,1,0,0,0,3,0.0,0,4,1,1,15,0.181818182,11
321,3,321,2020-09-03,Hero,HH,0,T,40,34,6,6,9,0,0,1,2,0,1,1,5,0.0,0,8,0,0,9,0.428571429,7
322,4,322,2020-09-03,NC,LG,0,T,43,40,4,5,16,2,0,0,3,0,0,0,2,0.0,1,11,2,2,26,0.28571428600000004,14
323,2,323,2020-09-03,HT,LT,0,T,38,36,4,4,10,1,0,2,0,0,1,0,1,0.0,0,7,0,0,11,0.25,8
324,6,324,2020-09-03,KT,SK,0,B,38,34,6,6,12,3,0,0,1,0,0,0,4,0.0,0,6,1,1,19,0.4,15
325,7,325,2020-09-03,SS,OB,0,B,41,35,11,11,16,4,1,1,1,0,2,1,4,0.0,0,6,2,2,12,0.583333333,12
326,2,326,2020-09-03,HH,WO,0,B,44,38,3,5,11,2,0,1,0,0,0,0,4,0.0,2,8,0,0,25,0.153846154,13
327,3,327,2020-09-03,LG,NC,0,B,35,32,6,6,9,1,0,1,0,0,1,0,2,0.0,0,8,2,2,16,0.333333333,9
328,2,328,2020-09-04,HT,LT,1,T,40,34,5,6,8,3,0,1,0,0,2,0,3,0.0,1,7,1,1,21,0.2,10
329,4,329,2020-09-04,LT,HT,1,B,38,34,7,9,14,0,0,2,1,0,0,1,2,0.0,1,4,1,1,19,0.333333333,12
330,4,330,2020-09-04,HT,LT,1,T,40,37,7,7,10,2,0,1,1,0,0,0,3,0.0,0,11,1,1,14,0.444444444,9
331,2,331,2020-09-04,KT,SK,1,B,38,35,9,10,13,3,0,3,2,2,0,0,3,0.0,0,3,0,0,12,0.2,10
332,2,332,2020-09-04,SK,KT,1,T,36,34,5,5,10,2,0,2,1,1,1,1,0,0.0,0,0,0,0,6,0.4,5
333,1,333,2020-09-04,SK,KT,1,T,35,32,2,2,5,0,0,1,0,0,0,0,2,0.0,1,2,0,0,8,0.5,2
334,3,334,2020-09-04,KT,SK,1,B,43,33,7,7,9,2,0,2,0,0,0,1,9,0.0,0,3,1,1,19,0.23076923100000002,13
335,0,335,2020-09-04,LT,HT,1,B,36,29,3,3,5,0,0,0,0,0,0,1,5,0.0,1,10,2,2,14,0.0,3
336,7,336,2020-09-04,SS,OB,0,B,48,37,12,12,16,3,0,2,1,0,2,2,9,0.0,0,3,2,2,21,0.38888888899999996,18
337,5,337,2020-09-04,HH,WO,0,B,40,30,7,7,10,1,0,0,0,0,3,0,7,0.0,0,7,0,0,15,0.454545455,11
338,2,338,2020-09-04,OB,SS,0,T,38,32,4,5,8,1,0,0,0,0,1,1,5,0.0,0,12,2,2,16,0.333333333,6
339,1,339,2020-09-04,Hero,HH,0,T,36,32,1,1,6,1,0,0,2,0,0,0,4,0.0,0,8,0,0,17,0.1,10
340,3,340,2020-09-04,LG,NC,0,B,57,46,5,5,13,3,1,0,2,0,2,0,8,1.0,1,14,0,0,31,0.166666667,18
341,5,341,2020-09-04,NC,LG,0,T,55,46,5,5,13,1,0,0,3,0,2,1,4,1.0,3,15,0,0,24,0.41666666700000005,12
342,3,342,2020-09-05,HT,HH,0,T,44,36,5,5,13,4,0,0,0,0,1,0,6,0.0,0,5,1,1,26,0.23076923100000002,13
343,4,343,2020-09-05,KT,WO,0,T,44,37,8,8,11,1,0,2,0,0,1,0,5,0.0,1,8,0,0,20,0.333333333,12
344,2,344,2020-09-05,OB,SK,0,B,38,29,5,5,6,1,0,0,0,1,0,0,9,0.0,0,5,0,0,21,0.222222222,9
345,0,345,2020-09-05,HH,HT,0,B,37,33,4,4,8,2,0,1,0,0,1,1,3,0.0,0,11,1,1,16,0.0,7
346,1,346,2020-09-05,Hero,KT,0,B,32,32,1,1,5,1,0,0,0,0,0,0,0,0.0,0,7,0,0,10,0.2,5
347,0,347,2020-09-05,SK,OB,0,T,32,30,1,1,5,0,0,1,0,0,0,0,1,0.0,1,7,1,1,7,0.0,0
348,1,348,2020-09-06,SK,OB,0,T,33,31,0,0,3,0,0,0,0,0,0,0,2,0.0,0,7,0,0,15,0.25,4
349,1,349,2020-09-06,LT,LG,0,B,33,29,1,1,3,1,0,0,0,0,0,0,4,0.0,0,4,1,1,9,0.333333333,3
350,-99,350,2020-09-06,NC,-99,0,-99,33,31,3,3,5,0,0,1,0,0,0,0,2,0.0,0,10,1,1,-99,1.0,-99
351,3,351,2020-09-06,Hero,KT,0,B,38,34,7,7,9,2,0,2,0,0,0,0,3,0.0,1,10,1,1,13,0.428571429,7
352,1,352,2020-09-06,HH,HT,0,B,36,36,4,4,10,1,0,2,0,0,0,0,0,0.0,0,13,0,0,9,0.25,4
353,4,353,2020-09-06,HT,HH,0,T,41,35,8,8,10,5,0,1,0,0,2,1,3,0.0,1,9,0,0,11,0.363636364,11
354,6,354,2020-09-06,KT,WO,0,T,45,38,7,8,12,2,0,0,0,0,1,1,4,1.0,1,6,1,1,19,0.46153846200000004,13
355,2,355,2020-09-06,LG,LT,0,T,44,42,6,7,14,4,0,2,0,0,1,0,1,1.0,0,8,0,0,19,0.222222222,9
356,4,356,2020-09-06,OB,SK,0,B,43,38,10,10,14,2,0,2,0,0,0,0,5,0.0,0,3,0,0,16,0.444444444,9
357,8,357,2020-09-07,LT,LG,0,B,45,39,12,12,16,6,0,2,0,0,0,0,5,0.0,1,4,1,1,21,0.533333333,15
358,5,358,2020-09-07,LG,LT,0,T,43,40,5,6,16,2,0,1,0,0,0,0,3,0.0,0,9,2,2,18,0.454545455,11
359,6,359,2020-09-08,SK,WO,0,B,51,45,12,15,16,4,0,3,0,0,1,0,4,0.0,1,8,0,0,27,0.4,15
360,11,360,2020-09-08,NC,LT,0,B,46,42,14,14,17,5,0,0,0,0,0,0,3,0.0,1,6,0,0,21,0.55,20
361,6,361,2020-09-08,Hero,SK,0,T,49,43,15,16,17,4,0,5,0,0,0,0,6,0.0,0,7,1,1,14,0.6,10
362,3,362,2020-09-08,OB,KT,0,B,39,36,6,8,12,7,0,1,0,0,0,0,3,0.0,0,5,0,0,14,0.272727273,11
363,1,363,2020-09-08,HH,SS,0,T,43,36,4,4,10,2,0,0,0,0,4,2,3,0.0,0,9,0,0,12,0.25,4
364,2,364,2020-09-08,HT,LG,0,B,34,31,3,3,7,4,0,0,0,0,0,0,3,1.0,0,5,1,1,16,0.222222222,9
365,2,365,2020-09-08,LG,HT,0,T,43,35,2,2,11,3,1,0,0,0,0,0,6,0.0,2,3,2,2,23,0.181818182,11
366,1,366,2020-09-08,SS,HH,0,B,40,36,2,2,7,1,0,0,2,0,1,0,3,0.0,0,6,0,0,14,0.14285714300000002,7
367,2,367,2020-09-08,LT,NC,0,T,38,33,2,2,6,1,0,0,1,0,0,0,5,0.0,0,6,0,0,22,0.222222222,9
368,0,368,2020-09-08,KT,OB,0,T,38,33,0,0,6,1,0,0,0,0,0,0,5,0.0,0,7,0,0,20,0.0,5
369,2,369,2020-09-09,NC,LT,0,B,47,42,5,5,11,4,1,1,1,0,0,0,5,1.0,0,9,1,1,24,0.133333333,15
370,3,370,2020-09-09,LT,NC,0,T,48,36,7,7,8,3,0,0,0,0,2,0,8,0.0,2,7,0,0,22,0.2,15
371,4,371,2020-09-09,HH,SS,1,T,43,37,7,7,12,1,0,1,0,0,0,0,4,0.0,2,10,1,1,21,0.4,10
372,0,372,2020-09-09,SS,HH,1,B,35,31,0,0,3,0,0,0,0,0,0,0,4,0.0,0,4,0,0,18,0.0,4
373,1,373,2020-09-09,KT,OB,0,T,43,38,4,4,5,0,0,1,1,0,1,0,4,0.0,0,13,0,0,16,0.2,5
374,4,374,2020-09-09,Hero,SK,0,T,53,35,10,13,11,2,0,1,3,0,2,2,16,0.0,0,5,3,3,28,0.26666666699999997,15
375,1,375,2020-09-09,OB,KT,0,B,46,41,2,2,10,2,0,0,1,0,2,1,3,0.0,0,6,0,0,20,0.14285714300000002,7
376,1,376,2020-09-09,SK,WO,0,B,37,35,4,4,9,1,0,2,0,0,0,0,2,0.0,0,3,2,2,13,0.25,4
377,1,377,2020-09-10,HH,SK,0,B,34,30,1,1,5,0,0,0,0,0,0,0,3,0.0,1,9,2,2,15,0.166666667,6
378,2,378,2020-09-10,HT,OB,0,B,36,32,4,4,7,0,1,1,0,0,0,0,4,0.0,0,7,0,0,10,0.28571428600000004,7
379,1,379,2020-09-10,KT,NC,0,T,37,32,8,8,8,0,1,4,0,0,1,1,1,0.0,3,7,1,1,5,0.333333333,3
380,4,380,2020-09-10,SS,LT,0,T,41,37,7,8,10,5,0,0,0,0,1,0,3,0.0,0,6,0,0,18,0.235294118,17
381,3,381,2020-09-10,SK,HH,0,T,41,36,5,5,9,1,0,1,1,0,0,0,4,0.0,1,5,0,0,16,0.3,10
382,5,382,2020-09-10,OB,HT,0,T,42,36,5,5,9,0,0,0,2,0,0,0,6,0.0,0,9,0,0,22,0.35714285700000004,14
383,3,383,2020-09-10,LG,WO,0,B,40,35,6,6,10,2,0,1,0,0,0,0,5,0.0,0,7,0,0,23,0.3,10
384,5,384,2020-09-10,NC,KT,0,B,46,36,12,13,13,3,0,3,0,0,1,1,8,0.0,1,4,0,0,18,0.454545455,11
