,G_ID,G_DAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
200,200,20200819,OB,LT,0,T,33,28,3,3,6,0,0,1,0,0,0,0,4,0.0,1,6,3,3,11,0.166666667,6,1
201,201,20200819,HT,LG,0,T,36,34,1,1,8,0,0,0,0,0,0,0,2,0.0,0,9,1,1,18,0.2,5,1
202,202,20200819,SS,KT,0,B,38,34,4,4,11,0,0,0,0,0,2,2,2,0.0,0,7,3,3,13,0.4,5,2
203,203,20200819,SK,HH,0,B,57,46,26,26,22,4,0,6,0,0,0,0,10,0.0,1,4,0,0,28,0.5,22,11
204,204,20200819,WO,NC,0,T,40,35,6,6,8,3,0,1,1,0,0,0,3,0.0,2,5,1,1,18,0.3,10,3
205,205,20200819,LT,LT,0,B,35,31,6,7,10,3,0,0,4,0,3,1,1,0.0,0,3,1,1,10,0.4,10,4
206,206,20200819,LG,HT,0,B,45,34,9,10,12,2,2,1,1,0,1,1,9,0.0,1,3,2,2,24,0.375,16,6
207,207,20200819,KT,SS,0,T,37,31,6,6,6,1,0,1,0,0,1,1,4,0.0,1,8,1,1,8,0.333333333,6,2
208,208,20200820,HH,KT,0,B,34,29,0,0,2,0,0,0,0,0,0,0,5,0.0,0,9,0,0,16,0.0,6,0
209,209,20200820,HT,NC,0,B,39,33,1,2,5,0,0,0,0,0,0,0,5,0.0,1,10,0,0,15,0.25,4,1
210,210,20200820,LG,WO,0,T,38,36,5,5,9,1,0,1,1,0,0,0,2,0.0,0,9,1,1,16,0.25,12,3
211,211,20200820,SK,SS,0,B,40,35,3,3,11,0,0,2,0,0,1,1,4,0.0,0,6,2,2,19,0.0,6,0
212,212,20200820,OB,LT,0,B,43,40,5,5,14,4,0,0,0,0,0,0,3,0.0,0,10,1,1,20,0.23076923100000002,13,3
213,213,20200820,SS,SK,0,T,42,35,7,8,9,2,0,0,2,0,1,0,6,0.0,0,9,1,1,18,0.5555555560000001,9,5
214,214,20200820,WO,LG,0,B,39,31,6,6,8,2,0,0,2,0,1,1,6,0.0,1,6,1,1,20,0.333333333,12,4
215,215,20200820,LT,OB,0,T,44,36,6,6,11,2,1,1,2,0,1,0,7,1.0,0,7,1,1,23,0.2,15,3
216,216,20200820,NC,HT,0,T,51,45,13,14,21,3,0,1,3,0,2,1,3,0.0,0,6,0,0,17,0.578947368,19,11
217,217,20200820,KT,HH,0,T,36,31,3,3,6,0,0,1,3,0,1,0,4,1.0,0,5,1,1,14,0.111111111,9,1
218,218,20200821,LT,OB,0,T,33,31,0,0,3,1,0,0,2,0,0,0,2,1.0,0,8,0,0,13,0.0,9,0
219,219,20200821,WO,LG,0,B,36,33,3,3,6,0,0,1,1,0,0,0,2,0.0,1,6,0,0,13,0.166666667,6,1
220,220,20200821,HT,NC,0,B,38,34,4,4,9,0,0,2,1,0,1,0,2,0.0,1,5,0,0,9,0.333333333,6,2
221,221,20200821,SS,SK,0,T,47,37,6,6,11,1,1,2,0,0,1,1,8,0.0,1,8,1,1,32,0.133333333,15,2
222,222,20200821,KT,HH,0,T,35,30,1,1,4,0,0,1,0,0,0,0,4,0.0,1,12,1,1,11,0.25,4,1
223,223,20200821,NC,HT,0,T,43,38,7,10,10,5,0,1,0,0,1,0,4,0.0,0,10,0,0,15,0.333333333,12,4
224,224,20200821,LG,WO,0,T,42,36,7,7,10,2,1,2,1,0,0,0,6,0.0,0,6,0,0,15,0.333333333,12,4
225,225,20200821,HH,KT,0,B,37,35,5,5,11,2,0,1,0,0,0,0,2,0.0,0,6,1,1,18,0.4,10,4
226,226,20200821,SK,SS,0,B,43,32,8,8,12,2,0,0,0,0,2,1,5,1.0,3,2,0,0,21,0.272727273,11,3
227,227,20200821,OB,LT,0,B,36,31,1,1,5,0,0,0,0,0,1,0,4,1.0,0,6,0,0,16,0.14285714300000002,7,1
228,228,20200822,LT,SS,0,T,42,39,4,5,13,2,0,1,1,0,1,0,2,0.0,0,5,0,0,22,0.28571428600000004,14,4
229,229,20200822,WO,HT,0,B,37,32,4,4,10,1,0,1,1,0,0,0,5,0.0,0,6,2,2,21,0.25,8,2
230,230,20200822,OB,SK,0,T,44,39,6,8,12,1,0,2,2,0,0,0,4,0.0,1,9,0,0,18,0.25,12,3
231,231,20200822,SS,LT,0,B,38,35,3,3,10,1,0,0,3,0,1,1,2,0.0,0,5,1,1,12,0.25,8,2
232,232,20200822,SK,OB,0,B,41,36,1,1,9,2,0,1,0,0,0,0,5,0.0,0,7,0,0,17,0.125,8,1
233,233,20200822,HT,WO,0,T,37,34,3,3,7,0,0,0,2,0,0,0,3,0.0,0,10,0,0,17,0.3,10,3
234,234,20200823,SK,OB,0,B,40,34,1,1,9,1,1,0,0,0,1,1,4,0.0,1,7,0,0,19,0.0,6,0
235,235,20200823,SS,LT,0,B,35,31,0,0,4,0,0,0,0,0,0,0,4,0.0,0,7,0,0,17,0.0,5,0
236,236,20200823,LG,HH,0,B,37,30,3,3,6,1,0,0,0,0,0,0,6,1.0,1,8,3,3,14,0.428571429,7,3
237,237,20200823,NC,KT,0,T,40,35,1,1,9,2,0,0,0,0,0,0,4,0.0,1,7,1,1,16,0.166666667,6,1
238,238,20200823,WO,HT,0,B,41,37,5,7,13,2,1,0,1,0,1,0,3,0.0,0,9,1,1,17,0.28571428600000004,14,4
239,239,20200823,OB,SK,0,T,45,35,8,8,9,0,0,3,3,0,1,0,7,0.0,2,4,0,0,20,0.363636364,11,4
240,240,20200823,HH,LG,0,T,36,31,4,4,6,1,0,1,0,0,1,1,4,0.0,0,6,0,0,11,0.25,4,1
241,241,20200823,LT,SS,0,T,43,37,10,11,10,2,0,3,1,0,0,0,6,0.0,0,7,0,0,11,0.333333333,9,3
242,242,20200823,HT,WO,0,T,41,36,8,8,11,0,0,3,0,0,2,1,2,0.0,1,9,0,0,9,0.625,8,5
243,243,20200823,KT,NC,0,B,42,34,10,10,13,2,0,3,0,0,0,0,8,0.0,0,6,1,1,16,0.444444444,9,4
244,244,20200824,KT,NC,0,B,41,37,8,8,14,1,0,1,1,0,0,0,4,0.0,0,9,0,0,20,0.28571428600000004,14,4
245,245,20200824,HH,LG,0,T,46,38,5,6,14,1,2,0,0,0,4,2,3,0.0,0,7,0,0,23,0.25,16,4
246,246,20200824,NC,KT,0,T,37,34,1,1,8,0,0,0,1,0,0,0,2,0.0,1,4,1,1,17,0.14285714300000002,7,1
247,247,20200824,LG,HH,0,B,37,32,3,3,5,1,0,0,1,0,0,0,4,0.0,1,6,1,1,14,0.125,8,1
248,248,20200825,KT,WO,0,B,33,32,1,1,5,2,0,0,0,0,0,0,1,0.0,0,7,0,0,10,0.2,5,1
249,249,20200825,HT,OB,0,T,45,34,8,8,9,2,0,1,2,0,0,0,9,0.0,2,5,2,2,20,0.166666667,12,2
250,250,20200825,LT,SK,0,B,43,38,8,8,11,1,0,1,0,0,1,1,4,0.0,0,6,1,1,20,0.25,8,2
251,251,20200825,HH,NC,0,T,43,37,3,3,11,1,1,0,0,0,0,0,4,0.0,2,9,1,1,24,0.153846154,13,2
252,252,20200825,LG,SS,0,T,40,33,3,3,7,1,0,1,1,0,0,0,4,0.0,3,8,0,0,16,0.25,8,2
253,253,20200825,WO,KT,0,T,44,36,3,4,10,0,0,0,2,0,0,0,6,1.0,1,6,0,0,29,0.153846154,13,2
254,254,20200825,SK,LT,0,T,46,37,10,10,11,3,0,2,1,0,0,0,7,0.0,2,3,1,1,20,0.333333333,15,5
255,255,20200825,NC,HH,0,B,40,38,11,11,15,3,0,6,1,0,0,0,2,0.0,0,7,0,0,11,0.25,8,2
256,256,20200825,OB,HT,0,B,43,37,10,10,15,1,0,3,0,0,1,0,5,0.0,0,2,1,1,16,0.25,8,2
257,257,20200825,SS,LG,0,B,31,31,4,4,7,1,0,2,0,0,0,0,0,0.0,0,4,0,0,8,0.0,4,0
258,258,20200826,SK,LT,0,T,31,29,1,1,4,0,0,1,1,0,0,0,2,0.0,0,7,2,2,5,0.0,1,0
259,259,20200826,HH,NC,0,T,39,34,5,5,7,1,0,1,0,0,0,0,2,0.0,3,8,2,2,18,0.25,12,3
260,260,20200826,WO,KT,0,T,40,36,5,5,8,0,1,2,1,0,1,0,3,0.0,0,6,1,1,12,0.333333333,6,2
261,261,20200826,SS,LG,0,B,37,35,5,5,9,0,0,1,0,0,0,0,1,0.0,1,6,1,1,14,0.375,8,3
262,262,20200826,OB,HT,0,B,43,35,5,5,11,1,0,1,0,0,2,2,6,0.0,0,8,1,1,28,0.166666667,12,2
263,263,20200826,LT,SK,0,B,37,28,3,3,4,0,0,0,0,0,0,0,8,0.0,1,4,0,0,14,0.28571428600000004,7,2
264,264,20200826,LG,SS,0,T,39,36,8,8,10,1,0,4,0,0,0,0,3,0.0,0,7,0,0,9,0.25,4,1
265,265,20200826,NC,HH,0,B,40,36,9,9,11,2,0,2,1,0,0,0,3,0.0,1,6,1,1,18,0.363636364,11,4
266,266,20200826,HT,OB,0,T,46,41,7,7,15,1,0,1,0,0,1,0,4,0.0,0,5,0,0,22,0.25,12,3
267,267,20200826,KT,WO,0,B,44,36,5,6,10,2,0,1,1,0,1,0,7,0.0,0,6,2,2,21,0.3,10,3
268,268,20200827,LT,WO,0,B,43,36,5,6,12,2,0,0,0,0,1,1,5,0.0,1,5,2,2,23,0.3,10,3
269,269,20200827,KT,LG,0,T,35,29,0,0,2,1,0,0,0,0,0,0,4,0.0,2,5,0,0,18,0.0,8,0
270,270,20200827,HT,SK,0,T,37,33,3,4,8,2,0,0,0,0,1,0,2,0.0,1,12,0,0,16,0.333333333,9,3
271,271,20200827,SS,HH,0,T,33,32,0,0,8,0,0,0,1,0,0,0,0,0.0,1,6,1,1,18,0.14285714300000002,7,1
272,272,20200827,OB,NC,0,T,39,37,2,2,13,6,0,0,0,0,0,0,2,0.0,0,4,1,1,25,0.235294118,17,4
273,273,20200827,SK,HT,0,B,42,36,10,10,14,4,0,2,1,0,3,1,2,0.0,1,6,0,0,16,0.333333333,12,4
274,274,20200827,HH,SS,0,B,38,33,7,7,11,1,1,0,0,0,1,0,4,0.0,0,3,1,1,18,0.333333333,12,4
275,275,20200827,NC,OB,0,B,40,35,7,8,13,2,1,1,0,0,0,0,4,0.0,1,9,1,1,14,0.454545455,11,5
276,276,20200827,WO,LT,0,T,45,40,11,11,15,5,0,3,2,0,1,0,3,0.0,1,2,2,2,17,0.333333333,15,5
277,277,20200827,LG,KT,0,B,31,29,1,2,6,0,1,0,1,0,0,0,2,0.0,0,7,1,1,13,0.166666667,6,1
278,278,20200828,NC,OB,0,B,39,35,3,4,10,1,1,1,0,0,0,0,4,0.0,0,4,1,1,14,0.428571429,7,3
279,279,20200828,LT,WO,0,B,40,37,4,4,12,2,0,2,2,0,0,0,2,0.0,1,3,1,1,18,0.28571428600000004,7,2
280,280,20200828,SK,HT,0,B,44,33,7,8,11,2,2,1,0,0,2,0,6,0.0,3,10,2,2,21,0.384615385,13,5
281,281,20200828,KT,LG,0,T,40,36,5,5,5,1,0,2,1,0,0,0,3,0.0,1,13,1,1,8,0.4,5,2
282,282,20200828,WO,LT,0,T,44,36,7,8,11,3,0,2,5,0,1,1,7,1.0,0,7,0,0,18,0.307692308,13,4
283,283,20200828,HT,SK,0,T,45,39,11,11,13,0,0,4,0,0,2,0,4,0.0,0,8,0,0,20,0.214285714,14,3
284,284,20200828,OB,NC,0,T,52,46,11,11,18,1,0,4,0,0,0,0,4,0.0,2,4,0,0,30,0.235294118,17,4
285,285,20200828,LG,KT,0,B,47,40,5,6,12,3,0,0,0,0,2,1,4,1.0,1,6,2,2,21,0.46153846200000004,13,6
286,286,20200829,LT,HH,0,B,40,33,9,9,11,3,0,4,1,0,1,1,6,0.0,0,5,1,1,12,0.166666667,6,1
287,287,20200829,SS,WO,0,T,40,37,5,5,10,2,0,0,1,0,1,0,2,0.0,0,10,0,0,15,0.4,10,4
288,288,20200829,HH,HH,0,T,40,38,6,7,11,0,1,2,0,0,0,0,2,0.0,0,13,0,0,14,0.5,4,2
289,289,20200829,WO,SS,0,B,35,30,4,4,8,2,0,0,0,0,2,1,3,0.0,0,3,3,3,11,0.428571429,7,3
290,290,20200829,SK,NC,0,T,37,35,5,5,9,0,0,2,0,0,0,0,2,0.0,0,5,1,1,12,0.166666667,6,1
291,291,20200829,OB,LG,0,T,38,35,5,5,11,3,0,1,2,0,0,0,3,0.0,0,3,0,0,15,0.166666667,12,2
292,292,20200829,LG,OB,0,B,37,36,5,5,10,2,0,2,0,0,0,0,1,0.0,0,13,0,0,20,0.25,12,3
293,293,20200829,NC,SK,0,B,39,35,8,9,14,3,0,2,1,0,0,0,3,1.0,1,4,1,1,13,0.3,10,3
294,294,20200830,SK,NC,0,T,37,33,4,4,7,1,0,3,0,0,1,0,3,0.0,0,7,0,0,12,0.0,4,0
295,295,20200830,HT,KT,1,B,38,34,7,7,10,2,0,1,1,0,0,0,4,0.0,0,1,1,1,15,0.35714285700000004,14,5
296,296,20200830,KT,HT,1,T,41,37,4,5,10,1,1,1,1,0,0,1,3,0.0,0,10,0,0,16,0.25,8,2
297,297,20200830,HH,LT,0,T,35,33,2,2,6,1,0,0,1,0,0,0,2,0.0,0,6,0,0,11,0.2,5,1
298,298,20200830,OB,LG,0,T,32,31,1,1,7,1,0,0,0,0,0,0,0,0.0,1,5,2,2,11,0.14285714300000002,7,1
299,299,20200830,NC,SK,0,B,38,28,6,7,7,2,1,0,0,0,2,1,7,1.0,1,5,0,0,13,0.571428571,7,4
300,300,20200830,KT,HT,1,T,46,34,8,8,7,2,0,1,0,1,1,0,11,0.0,0,7,0,0,22,0.444444444,9,4
301,301,20200830,WO,SS,0,B,37,34,3,3,11,1,1,0,3,0,0,0,3,0.0,0,4,1,1,21,0.083333333,12,1
302,302,20200830,SS,WO,0,T,37,34,2,2,10,0,0,0,2,0,2,1,1,0.0,0,5,1,1,13,0.25,8,2
303,303,20200830,HT,KT,1,B,40,33,5,5,10,1,0,0,0,0,2,1,3,0.0,1,8,1,1,16,0.25,12,3
304,304,20200830,LG,OB,0,B,37,30,4,4,8,2,0,1,2,0,1,0,6,1.0,0,6,1,1,20,0.25,12,3
305,305,20200830,LT,HH,0,B,37,34,5,6,10,3,0,0,2,0,0,0,3,0.0,0,6,1,1,19,0.333333333,12,4
306,306,20200901,OB,HH,0,B,36,33,4,4,10,2,0,0,1,0,1,1,2,0.0,0,5,1,1,17,0.363636364,11,4
307,307,20200901,HT,SS,0,B,40,31,6,6,9,2,0,1,0,0,0,0,9,0.0,0,9,0,0,20,0.25,12,3
308,308,20200901,LG,SK,0,T,49,38,12,13,11,3,0,3,0,0,2,1,8,1.0,1,10,0,0,20,0.333333333,12,4
309,309,20200901,SK,LG,0,B,42,35,5,5,10,0,0,0,1,0,1,1,6,1.0,0,8,1,1,18,0.41666666700000005,12,5
310,310,20200901,LT,KT,0,T,35,29,2,2,6,1,0,0,0,0,0,0,6,0.0,0,3,2,2,12,0.25,8,2
311,311,20200901,WO,NC,0,B,35,33,2,2,6,2,0,0,0,0,0,0,2,0.0,0,7,0,0,16,0.2,5,1
312,312,20200901,SS,HT,0,T,31,30,0,0,4,0,0,0,0,0,0,0,1,0.0,0,5,2,2,8,0.0,1,0
313,313,20200901,HH,OB,0,T,29,29,0,0,3,0,0,0,0,0,0,0,0,0.0,0,9,1,1,5,0.0,0,0
314,314,20200901,NC,WO,0,T,38,32,5,5,10,2,0,1,0,0,2,2,4,0.0,0,10,1,1,12,0.14285714300000002,7,1
315,315,20200901,KT,LT,0,B,41,37,10,11,14,2,0,2,2,0,1,0,3,0.0,0,7,1,1,17,0.41666666700000005,12,5
316,316,20200902,WO,NC,0,B,41,31,6,6,7,2,0,0,1,0,0,0,7,0.0,3,7,0,0,24,0.384615385,13,5
317,317,20200902,NC,WO,0,T,38,34,4,4,9,3,0,1,0,0,0,0,2,0.0,2,5,2,2,15,0.428571429,7,3
318,318,20200903,LT,HT,0,B,33,30,3,3,5,2,0,0,1,0,0,0,2,0.0,1,6,1,1,6,0.5,4,2
319,319,20200903,SK,KT,0,T,37,32,2,2,8,1,0,0,1,0,0,0,5,0.0,0,2,2,2,19,0.222222222,9,2
320,320,20200903,OB,SS,0,T,41,38,8,10,10,3,1,3,1,0,0,0,3,0.0,0,4,1,1,15,0.181818182,11,2
321,321,20200903,WO,HH,0,T,40,34,6,6,9,0,0,1,2,0,1,1,5,0.0,0,8,0,0,9,0.428571429,7,3
322,322,20200903,NC,LG,0,T,43,40,4,5,16,2,0,0,3,0,0,0,2,0.0,1,11,2,2,26,0.28571428600000004,14,4
323,323,20200903,HT,LT,0,T,38,36,4,4,10,1,0,2,0,0,1,0,1,0.0,0,7,0,0,11,0.25,8,2
324,324,20200903,KT,SK,0,B,38,34,6,6,12,3,0,0,1,0,0,0,4,0.0,0,6,1,1,19,0.4,15,6
325,325,20200903,SS,OB,0,B,41,35,11,11,16,4,1,1,1,0,2,1,4,0.0,0,6,2,2,12,0.583333333,12,7
326,326,20200903,HH,WO,0,B,44,38,3,5,11,2,0,1,0,0,0,0,4,0.0,2,8,0,0,25,0.153846154,13,2
327,327,20200903,LG,NC,0,B,35,32,6,6,9,1,0,1,0,0,1,0,2,0.0,0,8,2,2,16,0.333333333,9,3
328,328,20200904,HT,LT,1,T,40,34,5,6,8,3,0,1,0,0,2,0,3,0.0,1,7,1,1,21,0.2,10,2
329,329,20200904,LT,HT,1,B,38,34,7,9,14,0,0,2,1,0,0,1,2,0.0,1,4,1,1,19,0.333333333,12,4
330,330,20200904,HT,LT,1,T,40,37,7,7,10,2,0,1,1,0,0,0,3,0.0,0,11,1,1,14,0.444444444,9,4
331,331,20200904,KT,SK,1,B,38,35,9,10,13,3,0,3,2,2,0,0,3,0.0,0,3,0,0,12,0.2,10,2
332,332,20200904,SK,KT,1,T,36,34,5,5,10,2,0,2,1,1,1,1,0,0.0,0,0,0,0,6,0.4,5,2
333,333,20200904,SK,KT,1,T,35,32,2,2,5,0,0,1,0,0,0,0,2,0.0,1,2,0,0,8,0.5,2,1
334,334,20200904,KT,SK,1,B,43,33,7,7,9,2,0,2,0,0,0,1,9,0.0,0,3,1,1,19,0.23076923100000002,13,3
335,335,20200904,LT,HT,1,B,36,29,3,3,5,0,0,0,0,0,0,1,5,0.0,1,10,2,2,14,0.0,3,0
336,336,20200904,SS,OB,0,B,48,37,12,12,16,3,0,2,1,0,2,2,9,0.0,0,3,2,2,21,0.38888888899999996,18,7
337,337,20200904,HH,WO,0,B,40,30,7,7,10,1,0,0,0,0,3,0,7,0.0,0,7,0,0,15,0.454545455,11,5
338,338,20200904,OB,SS,0,T,38,32,4,5,8,1,0,0,0,0,1,1,5,0.0,0,12,2,2,16,0.333333333,6,2
339,339,20200904,WO,HH,0,T,36,32,1,1,6,1,0,0,2,0,0,0,4,0.0,0,8,0,0,17,0.1,10,1
340,340,20200904,LG,NC,0,B,57,46,5,5,13,3,1,0,2,0,2,0,8,1.0,1,14,0,0,31,0.166666667,18,3
341,341,20200904,NC,LG,0,T,55,46,5,5,13,1,0,0,3,0,2,1,4,1.0,3,15,0,0,24,0.41666666700000005,12,5
342,342,20200905,HT,HH,0,T,44,36,5,5,13,4,0,0,0,0,1,0,6,0.0,0,5,1,1,26,0.23076923100000002,13,3
343,343,20200905,KT,WO,0,T,44,37,8,8,11,1,0,2,0,0,1,0,5,0.0,1,8,0,0,20,0.333333333,12,4
344,344,20200905,OB,SK,0,B,38,29,5,5,6,1,0,0,0,1,0,0,9,0.0,0,5,0,0,21,0.222222222,9,2
345,345,20200905,HH,HT,0,B,37,33,4,4,8,2,0,1,0,0,1,1,3,0.0,0,11,1,1,16,0.0,7,0
346,346,20200905,WO,KT,0,B,32,32,1,1,5,1,0,0,0,0,0,0,0,0.0,0,7,0,0,10,0.2,5,1
347,347,20200905,SK,OB,0,T,32,30,1,1,5,0,0,1,0,0,0,0,1,0.0,1,7,1,1,7,0.0,0,0
348,348,20200906,SK,OB,0,T,33,31,0,0,3,0,0,0,0,0,0,0,2,0.0,0,7,0,0,15,0.25,4,1
349,349,20200906,LT,LG,0,B,33,29,1,1,3,1,0,0,0,0,0,0,4,0.0,0,4,1,1,9,0.333333333,3,1
350,350,20200906,NC,-99,0,-99,33,31,3,3,5,0,0,1,0,0,0,0,2,0.0,0,10,1,1,-99,1.0,-99,-99
351,351,20200906,WO,KT,0,B,38,34,7,7,9,2,0,2,0,0,0,0,3,0.0,1,10,1,1,13,0.428571429,7,3
352,352,20200906,HH,HT,0,B,36,36,4,4,10,1,0,2,0,0,0,0,0,0.0,0,13,0,0,9,0.25,4,1
353,353,20200906,HT,HH,0,T,41,35,8,8,10,5,0,1,0,0,2,1,3,0.0,1,9,0,0,11,0.363636364,11,4
354,354,20200906,KT,WO,0,T,45,38,7,8,12,2,0,0,0,0,1,1,4,1.0,1,6,1,1,19,0.46153846200000004,13,6
355,355,20200906,LG,LT,0,T,44,42,6,7,14,4,0,2,0,0,1,0,1,1.0,0,8,0,0,19,0.222222222,9,2
356,356,20200906,OB,SK,0,B,43,38,10,10,14,2,0,2,0,0,0,0,5,0.0,0,3,0,0,16,0.444444444,9,4
357,357,20200907,LT,LG,0,B,45,39,12,12,16,6,0,2,0,0,0,0,5,0.0,1,4,1,1,21,0.533333333,15,8
358,358,20200907,LG,LT,0,T,43,40,5,6,16,2,0,1,0,0,0,0,3,0.0,0,9,2,2,18,0.454545455,11,5
359,359,20200908,SK,WO,0,B,51,45,12,15,16,4,0,3,0,0,1,0,4,0.0,1,8,0,0,27,0.4,15,6
360,360,20200908,NC,LT,0,B,46,42,14,14,17,5,0,0,0,0,0,0,3,0.0,1,6,0,0,21,0.55,20,11
361,361,20200908,WO,SK,0,T,49,43,15,16,17,4,0,5,0,0,0,0,6,0.0,0,7,1,1,14,0.6,10,6
362,362,20200908,OB,KT,0,B,39,36,6,8,12,7,0,1,0,0,0,0,3,0.0,0,5,0,0,14,0.272727273,11,3
363,363,20200908,HH,SS,0,T,43,36,4,4,10,2,0,0,0,0,4,2,3,0.0,0,9,0,0,12,0.25,4,1
364,364,20200908,HT,LG,0,B,34,31,3,3,7,4,0,0,0,0,0,0,3,1.0,0,5,1,1,16,0.222222222,9,2
365,365,20200908,LG,HT,0,T,43,35,2,2,11,3,1,0,0,0,0,0,6,0.0,2,3,2,2,23,0.181818182,11,2
366,366,20200908,SS,HH,0,B,40,36,2,2,7,1,0,0,2,0,1,0,3,0.0,0,6,0,0,14,0.14285714300000002,7,1
367,367,20200908,LT,NC,0,T,38,33,2,2,6,1,0,0,1,0,0,0,5,0.0,0,6,0,0,22,0.222222222,9,2
368,368,20200908,KT,OB,0,T,38,33,0,0,6,1,0,0,0,0,0,0,5,0.0,0,7,0,0,20,0.0,5,0
369,369,20200909,NC,LT,0,B,47,42,5,5,11,4,1,1,1,0,0,0,5,1.0,0,9,1,1,24,0.133333333,15,2
370,370,20200909,LT,NC,0,T,48,36,7,7,8,3,0,0,0,0,2,0,8,0.0,2,7,0,0,22,0.2,15,3
371,371,20200909,HH,SS,1,T,43,37,7,7,12,1,0,1,0,0,0,0,4,0.0,2,10,1,1,21,0.4,10,4
372,372,20200909,SS,HH,1,B,35,31,0,0,3,0,0,0,0,0,0,0,4,0.0,0,4,0,0,18,0.0,4,0
373,373,20200909,KT,OB,0,T,43,38,4,4,5,0,0,1,1,0,1,0,4,0.0,0,13,0,0,16,0.2,5,1
374,374,20200909,WO,SK,0,T,53,35,10,13,11,2,0,1,3,0,2,2,16,0.0,0,5,3,3,28,0.26666666699999997,15,4
375,375,20200909,OB,KT,0,B,46,41,2,2,10,2,0,0,1,0,2,1,3,0.0,0,6,0,0,20,0.14285714300000002,7,1
376,376,20200909,SK,WO,0,B,37,35,4,4,9,1,0,2,0,0,0,0,2,0.0,0,3,2,2,13,0.25,4,1
377,377,20200910,HH,SK,0,B,34,30,1,1,5,0,0,0,0,0,0,0,3,0.0,1,9,2,2,15,0.166666667,6,1
378,378,20200910,HT,OB,0,B,36,32,4,4,7,0,1,1,0,0,0,0,4,0.0,0,7,0,0,10,0.28571428600000004,7,2
379,379,20200910,KT,NC,0,T,37,32,8,8,8,0,1,4,0,0,1,1,1,0.0,3,7,1,1,5,0.333333333,3,1
380,380,20200910,SS,LT,0,T,41,37,7,8,10,5,0,0,0,0,1,0,3,0.0,0,6,0,0,18,0.235294118,17,4
381,381,20200910,SK,HH,0,T,41,36,5,5,9,1,0,1,1,0,0,0,4,0.0,1,5,0,0,16,0.3,10,3
382,382,20200910,OB,HT,0,T,42,36,5,5,9,0,0,0,2,0,0,0,6,0.0,0,9,0,0,22,0.35714285700000004,14,5
383,383,20200910,LG,WO,0,B,40,35,6,6,10,2,0,1,0,0,0,0,5,0.0,0,7,0,0,23,0.3,10,3
384,384,20200910,NC,KT,0,B,46,36,12,13,13,3,0,3,0,0,1,1,8,0.0,1,4,0,0,18,0.454545455,11,5
385,385,20200910,LT,SS,0,B,50,45,12,13,21,3,0,2,0,0,0,0,5,0.0,0,6,0,0,29,0.36842105299999994,19,7
386,386,20200910,WO,LG,0,T,36,32,1,1,6,1,0,1,0,0,1,0,3,0.0,0,7,0,0,16,0.0,8,0
387,387,20200911,NC,KT,0,B,40,37,8,9,13,4,0,3,2,0,0,0,3,0.0,0,7,0,0,13,0.384615385,13,5
388,388,20200911,LT,SS,0,B,45,37,12,12,14,2,0,1,0,0,0,0,8,0.0,0,8,1,1,23,0.470588235,17,8
389,389,20200911,WO,LG,0,T,41,38,8,8,13,3,1,0,1,0,1,0,0,0.0,2,4,1,1,17,0.41666666700000005,12,5
390,390,20200911,SK,HH,0,T,36,33,3,4,8,3,0,0,0,0,1,1,2,0.0,0,5,0,0,19,0.125,8,1
391,391,20200911,LG,WO,0,B,38,33,2,2,8,1,0,0,1,0,2,2,3,0.0,0,11,0,0,16,0.2,5,1
392,392,20200911,SS,LT,0,T,38,36,4,4,8,0,0,2,0,0,1,1,1,0.0,0,9,0,0,13,0.0,5,0
393,393,20200911,KT,NC,0,T,38,31,1,1,6,0,1,1,0,0,1,0,5,0.0,1,10,1,1,22,0.0,7,0
394,394,20200911,HH,SK,0,B,38,34,3,3,6,1,0,0,0,0,0,0,4,0.0,0,12,1,1,19,0.125,8,1
395,395,20200912,LG,SS,0,B,30,29,1,1,2,0,0,1,1,0,0,0,1,0.0,0,6,0,0,2,0.0,1,0
396,396,20200912,HT,NC,0,T,48,40,10,11,14,5,0,2,0,0,0,0,6,0.0,2,2,0,0,19,0.35714285700000004,14,5
397,397,20200912,WO,OB,0,B,36,31,2,2,9,2,0,0,0,0,1,0,3,0.0,1,6,0,0,18,0.25,8,2
398,398,20200912,KT,HH,0,B,38,31,5,5,9,1,0,0,3,0,1,1,5,0.0,1,3,0,0,20,0.28571428600000004,14,4
399,399,20200912,NC,HT,0,B,35,32,3,3,6,1,0,1,1,0,0,0,3,0.0,0,7,0,0,10,0.166666667,6,1
400,400,20200912,SS,LG,0,T,36,32,5,5,7,0,1,2,1,0,0,0,4,0.0,0,8,1,1,7,0.25,4,1
401,401,20200912,SK,LT,0,B,32,29,1,2,5,1,0,0,0,0,0,0,3,0.0,0,2,1,1,12,0.166666667,6,1
402,402,20200912,HH,KT,0,T,36,35,2,2,7,0,0,0,1,0,0,0,1,0.0,0,10,0,0,14,0.2,5,1
403,403,20200912,LT,SK,0,T,36,30,1,1,6,0,0,0,0,0,1,1,5,0.0,0,6,1,1,15,0.0,6,0
404,404,20200912,OB,WO,0,T,31,29,0,0,4,1,0,0,0,0,0,0,2,0.0,0,8,2,2,10,0.0,4,0
