,G_ID,G_DAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
80,80,2020-08-02,Hero,SS,0,T,41,38,4,4,10,2,0,0,0,0,1,1,2,1.0,0,4,2,2,14,0.333333333,6,2
81,81,2020-08-02,SS,키움,0,B,41,39,2,2,10,1,0,1,1,0,0,0,2,0.0,0,8,0,0,11,0.166666667,6,1
82,82,2020-08-02,NC,OB,0,B,47,42,4,4,8,1,0,2,0,0,0,0,3,0.0,2,10,1,1,17,0.222222222,9,2
83,83,2020-08-02,HT,LT,0,T,32,30,0,0,4,2,0,0,0,0,0,0,2,0.0,0,10,1,1,13,0.0,6,0
84,84,2020-08-04,OB,SS,0,B,37,36,3,3,9,1,0,1,0,0,0,0,1,0.0,0,4,0,0,13,0.0,6,0
85,85,2020-08-04,HT,LG,0,B,40,36,5,5,8,1,0,1,0,0,0,0,4,0.0,0,10,0,0,18,0.333333333,6,2
86,86,2020-08-04,Hero,KT,0,B,38,34,2,2,10,0,0,1,0,0,1,0,3,0.0,0,7,2,2,13,0.2,5,1
87,87,2020-08-04,SK,LT,0,B,33,31,0,0,6,1,0,0,0,0,0,0,2,0.0,0,6,1,1,12,0.0,3,0
88,88,2020-08-04,KT,키움,0,T,38,32,3,4,11,1,0,0,1,0,2,0,4,0.0,0,9,3,3,18,0.166666667,12,2
89,89,2020-08-04,LT,SK,0,T,46,41,8,8,15,3,0,1,0,0,0,0,4,0.0,1,2,1,1,21,0.41666666700000005,12,5
90,90,2020-08-04,LG,HT,0,T,47,41,15,15,16,1,2,3,0,0,0,0,5,0.0,1,9,1,1,16,0.538461538,13,7
91,91,2020-08-04,SS,OB,0,T,41,34,5,6,7,2,0,1,1,0,0,0,6,1.0,1,10,0,0,20,0.333333333,9,3
92,92,2020-08-05,OB,SS,0,B,32,28,2,2,4,0,0,0,1,0,0,0,3,0.0,1,4,0,0,14,0.0,6,0
93,93,2020-08-05,SS,OB,0,T,40,34,2,2,12,2,0,0,1,0,2,0,4,2.0,0,4,1,1,22,0.166666667,12,2
94,94,2020-08-05,NC,HH,0,T,43,30,5,5,6,0,1,0,0,0,2,1,9,1.0,2,4,1,1,18,0.181818182,11,2
95,95,2020-08-05,HT,LG,0,B,38,35,4,4,9,1,0,0,1,0,1,0,2,0.0,0,11,0,0,13,0.5,6,3
96,96,2020-08-05,LG,HT,0,T,41,35,6,6,11,3,0,2,0,0,1,0,5,0.0,0,10,2,2,15,0.3,10,3
97,97,2020-08-05,HH,NC,0,B,43,33,6,8,12,2,0,1,0,0,3,2,5,0.0,2,5,2,2,17,0.25,12,3
98,98,2020-08-05,Hero,KT,0,B,46,40,12,12,15,2,0,1,0,0,0,0,5,0.0,1,7,0,0,30,2.125,17,8
99,99,2020-08-05,KT,키움,0,T,36,34,3,3,10,1,0,1,0,0,0,0,1,0.0,1,3,1,1,10,0.28571428600000004,7,2
100,100,2020-08-06,KT,키움,0,T,34,32,2,2,4,1,0,1,1,0,0,0,2,0.0,0,9,0,0,12,0.0,7,0
101,101,2020-08-06,LG,HT,0,T,30,28,1,1,4,0,0,0,0,0,1,1,1,0.0,0,7,0,0,2,0.0,0,0
102,102,2020-08-06,HH,NC,0,B,34,29,1,1,5,0,0,0,0,0,1,0,4,0.0,0,6,1,1,11,0.2,5,1
103,103,2020-08-06,SK,LT,0,T,35,33,2,2,8,1,0,1,0,0,1,1,1,0.0,0,8,1,1,13,0.4,5,2
104,104,2020-08-06,SS,OB,0,T,40,38,2,2,11,0,0,0,3,0,0,0,2,0.0,0,7,0,0,24,0.1,10,1
105,105,2020-08-06,OB,SS,0,B,36,31,5,5,7,1,1,0,0,0,1,0,4,0.0,0,7,0,0,15,0.23076923100000002,13,3
106,106,2020-08-06,NC,HH,0,T,39,32,4,4,8,1,0,2,0,0,0,0,7,0.0,0,4,1,1,17,0.14285714300000002,7,1
107,107,2020-08-06,Hero,KT,0,B,35,28,3,3,7,2,0,1,1,0,2,1,5,1.0,0,4,1,1,15,0.470588235,8,0
108,108,2020-08-06,HT,LG,0,B,42,35,13,13,12,3,0,4,2,0,0,0,6,0.0,1,8,1,1,17,0.384615385,13,5
109,109,2020-08-06,LT,SK,0,B,39,33,8,8,6,0,0,2,0,0,0,0,4,0.0,2,6,0,0,10,0.0,2,0
110,110,2020-08-07,LT,OB,0,T,49,39,7,8,12,2,0,2,0,0,1,1,8,0.0,1,6,1,1,32,0.133333333,15,2
111,111,2020-08-07,LG,키움,0,T,39,36,5,5,10,0,1,1,0,0,1,1,2,0.0,0,10,1,1,17,0.25,8,2
112,112,2020-08-07,SS,SK,0,T,36,29,2,2,6,1,0,1,2,0,1,0,4,0.0,2,7,1,1,12,0.2,5,1
113,113,2020-08-07,OB,LT,0,B,38,35,4,4,11,1,0,0,2,0,2,2,1,0.0,0,2,1,1,12,0.28571428600000004,7,2
114,114,2020-08-07,Hero,LG,0,B,38,32,2,2,6,2,0,0,0,0,1,1,4,0.0,1,8,0,0,21,0.0,9,0
115,115,2020-08-07,SK,SS,0,B,34,32,0,0,4,1,0,0,0,0,0,0,2,0.0,0,7,0,0,16,0.0,8,0
116,116,2020-08-08,NC,HT,0,T,40,31,2,2,6,1,2,0,2,0,0,0,7,0.0,2,6,1,1,16,0.375,8,3
117,117,2020-08-08,OB,LT,0,B,16,16,1,1,3,0,0,1,0,0,0,0,0,0.0,0,0,2,2,3,0.0,0,0
118,118,2020-08-08,LT,OB,0,T,24,22,1,1,6,1,0,0,0,0,1,1,1,0.0,0,6,1,1,7,0.0,2,0
119,119,2020-08-08,LG,키움,0,T,35,32,1,1,8,2,0,1,0,0,0,0,3,0.0,0,4,0,0,7,0.666666667,3,2
120,120,2020-08-08,SS,SK,0,T,19,17,2,2,5,1,0,1,0,0,1,1,1,0.0,0,1,0,0,6,0.0,1,0
121,121,2020-08-08,HT,NC,0,B,28,28,3,3,4,1,0,1,0,0,0,0,0,0.0,0,9,0,0,1,0.5,2,1
122,122,2020-08-08,SK,SS,0,B,22,19,2,4,3,2,1,0,0,0,0,0,2,0.0,1,0,0,0,11,0.14285714300000002,7,1
123,123,2020-08-08,Hero,LG,0,B,35,32,5,5,9,1,0,1,1,0,0,0,3,0.0,0,7,1,1,14,0.25,8,2
124,124,2020-08-09,NC,HT,0,T,45,39,7,8,14,2,1,1,0,0,0,0,5,0.0,1,8,2,2,21,0.333333333,15,5
125,125,2020-08-09,KT,HH,0,T,42,37,6,6,12,5,0,1,0,0,0,0,5,0.0,0,9,1,1,22,0.25,12,3
126,126,2020-08-09,Hero,LG,0,B,34,28,1,2,7,0,0,0,2,0,2,0,3,0.0,1,6,2,2,19,0.1,10,1
127,127,2020-08-09,HH,KT,0,B,38,34,2,3,8,1,0,1,0,0,1,1,3,0.0,0,12,1,1,18,0.1,10,1
128,128,2020-08-09,LG,키움,0,T,31,30,1,1,4,2,0,1,0,0,0,0,1,0.0,0,8,1,1,7,0.0,4,0
129,129,2020-08-09,HT,NC,0,B,41,32,1,1,4,0,0,0,0,0,0,0,9,0.0,0,7,0,0,28,0.0,9,0
130,130,2020-08-11,SK,SK,0,T,34,30,0,1,4,0,0,0,0,0,0,0,4,0.0,0,8,2,2,16,0.0,4,0
131,131,2020-08-11,LG,HT,0,B,37,36,4,4,9,2,0,1,0,0,0,0,1,0.0,0,11,0,0,15,0.333333333,9,3
132,132,2020-08-11,Hero,HH,0,B,56,45,5,5,12,1,0,1,2,0,3,1,7,0.0,1,13,0,0,29,0.307692308,13,4
133,133,2020-08-11,SS,OB,0,B,36,34,1,1,8,0,0,1,0,0,0,0,2,0.0,0,5,1,1,17,0.0,4,0
134,134,2020-08-11,OB,SS,0,T,39,33,6,6,9,1,0,1,0,0,0,0,6,0.0,0,4,2,2,20,0.28571428600000004,14,4
135,135,2020-08-11,HT,LG,0,T,43,35,8,8,11,3,0,0,0,0,1,0,6,0.0,1,3,1,1,19,0.454545455,11,5
136,136,2020-08-11,KT,SK,0,B,38,31,6,6,11,2,0,1,0,0,1,1,6,0.0,0,8,2,2,13,0.333333333,9,3
137,137,2020-08-11,HH,키움,0,T,55,44,7,7,10,1,0,1,0,0,3,1,6,1.0,2,10,0,0,27,0.214285714,14,3
138,138,2020-08-12,HT,LG,0,T,35,29,0,0,2,0,0,0,0,0,0,0,5,0.0,1,14,0,0,13,0.0,6,0
139,139,2020-08-12,KT,SK,0,B,30,27,1,2,2,1,0,0,0,0,0,0,2,0.0,1,3,2,2,8,0.0,4,0
140,140,2020-08-12,HH,키움,0,T,38,34,2,2,4,1,0,1,1,0,0,0,2,0.0,2,8,0,0,9,0.25,4,1
141,141,2020-08-12,NC,LT,0,T,41,35,4,4,9,1,0,0,0,0,1,0,5,0.0,0,8,0,0,24,0.25,8,2
142,142,2020-08-12,SS,OB,0,B,43,42,7,8,16,4,0,2,0,0,0,0,1,0.0,0,6,1,1,20,0.307692308,13,4
143,143,2020-08-12,SK,KT,0,T,46,36,11,11,12,3,0,1,1,0,0,0,9,0.0,1,5,1,1,21,0.35714285700000004,14,5
144,144,2020-08-12,LG,HT,0,B,37,34,8,8,12,5,0,0,1,0,0,0,3,0.0,0,9,2,2,11,0.538461538,13,7
145,145,2020-08-12,LT,NC,0,B,41,33,8,8,13,3,0,1,0,0,2,0,4,0.0,2,4,1,1,22,0.214285714,14,3
146,146,2020-08-12,OB,SS,0,T,50,45,14,15,24,2,0,2,0,0,2,2,3,0.0,0,2,3,3,18,0.473684211,19,9
147,147,2020-08-12,Hero,HH,0,B,39,30,3,3,9,2,0,1,1,0,2,1,6,0.0,1,3,3,3,19,0.090909091,11,1
148,148,2020-08-13,KT,SK,0,B,48,36,5,6,10,2,0,1,1,0,1,1,11,0.0,0,17,1,1,34,0.076923077,13,1
149,149,2020-08-13,OB,SS,0,T,39,28,2,2,4,0,0,1,1,0,2,1,9,0.0,0,11,1,1,15,0.0,4,0
150,150,2020-08-13,HT,LG,0,T,33,32,1,2,5,1,0,1,1,0,0,0,1,0.0,0,8,0,0,8,0.2,5,1
151,151,2020-08-13,LT,NC,0,B,33,33,2,2,7,1,0,0,0,0,0,0,0,0.0,0,6,1,1,12,0.25,4,1
152,152,2020-08-13,HH,키움,0,T,39,32,3,3,9,0,0,0,0,0,1,0,5,0.0,1,10,2,2,15,0.25,8,2
153,153,2020-08-13,LG,HT,0,B,35,29,4,4,8,1,0,2,0,0,1,0,4,0.0,1,6,0,0,13,0.166666667,6,1
154,154,2020-08-13,Hero,HH,0,B,36,31,6,6,11,1,1,1,1,0,2,0,3,0.0,0,4,1,1,17,0.272727273,11,3
155,155,2020-08-13,NC,LT,0,T,43,39,8,9,14,1,0,1,0,0,0,0,3,0.0,1,7,1,1,19,0.41666666700000005,12,5
156,156,2020-08-13,SK,KT,0,T,47,41,10,10,16,1,0,1,0,0,2,2,4,0.0,0,5,0,0,26,0.3125,16,5
157,157,2020-08-13,SS,OB,0,B,38,33,3,3,9,1,0,2,1,0,0,0,4,0.0,1,5,0,0,18,0.125,8,1
158,158,2020-08-14,Hero,LT,0,B,35,32,1,1,5,2,0,0,0,0,0,0,3,0.0,0,7,1,1,16,0.125,8,1
159,159,2020-08-14,HH,SS,0,B,33,30,1,1,4,1,0,0,0,0,0,0,2,0.0,1,8,1,1,10,0.2,5,1
160,160,2020-08-14,NC,LG,0,B,40,36,4,4,8,3,0,0,1,0,0,0,3,0.0,1,13,0,0,14,0.444444444,9,4
161,161,2020-08-14,OB,KT,0,B,53,45,3,3,10,0,0,2,2,0,0,0,8,2.0,0,9,1,1,25,0.0,11,0
162,162,2020-08-14,SK,HT,0,T,43,31,6,6,12,1,0,0,3,0,3,1,8,0.0,1,6,2,2,19,0.333333333,15,5
163,163,2020-08-14,HT,SK,0,B,40,31,6,7,7,2,0,1,0,0,0,0,8,0.0,1,3,0,0,16,0.375,8,3
164,164,2020-08-14,KT,OB,0,T,49,47,4,5,12,3,0,0,2,0,1,0,1,0.0,0,7,0,0,17,0.166666667,12,2
165,165,2020-08-14,LT,키움,0,T,38,31,5,5,11,2,0,0,0,0,2,1,5,1.0,0,6,0,0,22,0.307692308,13,4
166,166,2020-08-14,SS,HH,0,T,44,41,10,10,15,4,0,1,2,0,0,0,3,0.0,0,6,1,1,24,0.38888888899999996,18,7
167,167,2020-08-14,LG,NC,0,T,49,43,10,10,18,2,1,4,0,0,1,0,5,0.0,0,6,1,1,19,0.125,8,1
168,168,2020-08-15,KT,OB,0,T,41,34,4,5,7,2,1,1,1,0,0,0,6,0.0,1,8,0,0,25,0.125,16,2
169,169,2020-08-15,HH,SS,0,B,35,30,0,0,7,0,0,0,1,0,0,0,5,0.0,0,7,1,1,16,0.0,5,0
170,170,2020-08-15,SK,HT,0,T,36,33,3,3,9,2,0,0,0,0,0,0,3,0.0,0,1,2,2,14,0.28571428600000004,7,2
171,171,2020-08-15,NC,LG,0,B,38,34,4,4,10,0,0,2,0,0,1,1,2,0.0,1,13,1,1,16,0.14285714300000002,7,1
172,172,2020-08-15,HT,SK,0,B,44,41,10,10,17,2,1,1,0,0,0,0,3,0.0,0,5,0,0,21,0.46153846200000004,13,6
173,173,2020-08-15,Hero,LT,0,T,36,34,3,3,9,4,0,0,0,0,0,0,2,0.0,0,4,1,1,12,0.4,10,4
174,174,2020-08-15,OB,KT,0,B,41,38,7,7,13,1,0,1,3,0,0,0,3,0.0,0,3,1,1,22,0.333333333,15,5
175,175,2020-08-15,LG,NC,0,T,45,40,11,13,15,4,0,2,0,0,1,1,3,0.0,1,9,0,0,18,0.4,15,6
176,176,2020-08-15,LT,키움,0,B,36,35,1,1,7,0,0,0,0,0,0,0,1,0.0,0,6,1,1,21,0.0,6,0
177,177,2020-08-15,SS,HH,0,T,34,29,2,2,3,0,0,1,0,0,1,0,4,0.0,0,11,0,0,9,0.0,4,0
178,178,2020-08-16,LT,키움,0,B,36,30,3,3,6,1,0,0,3,0,1,1,4,0.0,1,5,3,3,12,0.25,8,2
179,179,2020-08-16,SK,HT,0,T,41,34,5,5,7,2,0,0,0,0,0,0,7,0.0,0,13,0,0,19,0.272727273,11,3
180,180,2020-08-16,OB,KT,0,B,35,28,1,1,3,1,0,0,1,0,0,0,6,0.0,1,6,2,2,13,0.111111111,9,1
181,181,2020-08-16,SS,HH,0,T,34,32,2,2,5,1,0,2,1,0,0,0,1,0.0,1,9,0,0,12,0.0,7,0
182,182,2020-08-16,NC,LG,0,B,37,34,5,5,9,5,0,0,0,0,0,0,2,0.0,1,6,2,2,12,0.4,10,4
183,183,2020-08-16,KT,OB,0,T,41,35,4,4,11,5,0,0,1,0,3,1,3,0.0,0,5,1,1,16,0.2,10,2
184,184,2020-08-16,LG,NC,0,T,41,32,6,6,7,0,0,2,0,0,1,0,8,0.0,0,3,1,1,18,0.25,8,2
185,185,2020-08-16,Hero,LT,0,T,41,35,5,6,9,5,0,1,1,0,1,1,2,0.0,3,4,0,0,15,0.23076923100000002,13,3
186,186,2020-08-16,HH,SS,0,B,31,26,3,3,2,1,0,0,0,0,0,0,4,0.0,1,4,1,1,9,0.25,4,1
187,187,2020-08-16,HT,SK,0,B,41,38,7,8,15,2,0,1,0,0,0,0,3,0.0,0,10,0,0,17,0.46153846200000004,13,6
188,188,2020-08-18,LT,OB,0,B,36,34,2,2,6,0,1,1,0,0,0,0,2,0.0,0,7,0,0,15,0.0,7,0
189,189,2020-08-18,HH,SK,0,T,43,32,3,3,6,2,0,0,0,0,0,0,7,0.0,4,16,0,0,32,0.235294118,17,4
190,190,2020-08-18,SS,KT,0,B,37,32,2,3,6,3,0,0,0,0,1,1,3,0.0,1,6,1,1,16,0.222222222,9,2
191,191,2020-08-18,Hero,NC,0,T,35,34,1,1,7,0,0,0,1,0,0,0,0,0.0,1,6,0,0,14,0.333333333,3,1
192,192,2020-08-18,HT,LG,0,T,46,40,5,5,11,2,0,0,0,0,1,0,5,0.0,0,8,0,0,20,0.333333333,9,3
193,193,2020-08-18,NC,키움,0,B,32,27,5,5,7,3,0,1,0,0,2,1,2,0.0,1,4,1,1,8,0.6,5,3
