,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,HIT,H2,H3,HR,SB,CS,BB,IB,KK,WP,BK,R,ER
170,20200823,HT,WO,0,T,0,W,2.0,27.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,7,7
171,20200823,LG,HH,0,B,0,L,0.0,27.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4,2
172,20200823,SK,OB,0,B,0,L,0.0,27.0,9.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,8,7
173,20200823,SS,LT,0,B,0,L,0.0,27.0,10.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,11,8
174,20200823,WO,HT,0,B,0,L,0.0,27.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,8,8
175,20200823,NC,KT,0,T,0,L,0.0,24.0,13.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,10,10
176,20200824,KT,NC,0,B,0,W,0.0,27.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1,1
177,20200824,HH,LG,0,T,0,W,1.0,27.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,3,2
178,20200824,LG,HH,0,B,0,L,0.0,27.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,6,5
179,20200824,NC,KT,0,T,0,L,0.0,24.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,8,8
180,20200825,WO,KT,0,T,0,W,1.0,27.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,1
181,20200825,SS,LG,0,B,0,W,2.0,27.0,7.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,3,3
182,20200825,NC,HH,0,B,0,W,0.0,27.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,3,3
183,20200825,OB,HT,0,B,0,W,2.0,27.0,9.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,8,6
184,20200825,SK,LT,0,T,0,W,0.0,27.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,8,7
185,20200825,KT,WO,0,B,0,L,0.0,27.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,4,3
186,20200825,LG,SS,0,T,0,L,0.0,24.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4,4
187,20200825,HT,OB,0,T,0,L,0.0,24.0,15.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10,8
188,20200825,LT,SK,0,B,0,L,0.0,27.0,11.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,10,10
189,20200825,HH,NC,0,T,0,L,0.0,24.0,15.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,11,11
190,20200826,LT,SK,0,B,0,W,0.0,27.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1,1
191,20200826,HT,OB,0,T,0,W,3.0,27.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,5,4
192,20200826,KT,WO,0,B,0,W,0.0,30.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,5,5
193,20200826,LG,SS,0,T,0,W,1.0,27.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,5,5
194,20200826,NC,HH,0,B,0,W,1.0,27.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,5,5
195,20200826,SK,LT,0,T,0,L,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3,3
196,20200826,WO,KT,0,T,0,L,4.0,27.299999999999997,10.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,6,6
197,20200826,HH,NC,0,T,0,L,0.0,24.0,11.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,9,6
198,20200826,OB,HT,0,B,0,L,0.0,27.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,7,7
199,20200826,SS,LG,0,B,0,L,5.0,27.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,8,8
200,20200827,HH,SS,0,B,0,W,0.0,27.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0,0
201,20200827,LG,KT,0,B,0,W,1.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0,0
202,20200827,NC,OB,0,B,0,W,0.0,27.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2,2
203,20200827,SK,HT,0,B,0,W,1.0,27.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,4,4
204,20200827,WO,LT,0,T,0,W,0.0,27.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,6,6
205,20200827,KT,LG,0,T,0,L,0.0,24.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2,1
206,20200827,HT,SK,0,T,0,L,0.0,24.0,14.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,10,5
207,20200827,SS,HH,0,T,0,L,0.0,24.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7,7
208,20200827,LT,WO,0,B,0,L,0.0,27.0,15.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,11,9
209,20200827,OB,NC,0,T,0,L,0.0,24.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,8,8
210,20200828,OB,NC,0,T,0,W,0.0,27.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4,4
211,20200828,WO,LT,0,T,0,W,0.0,27.0,12.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,4,4
212,20200828,LG,KT,0,B,0,W,0.0,33.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,5,5
213,20200828,HT,SK,0,T,0,W,1.0,27.0,11.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,10.0,1.0,0.0,8,7
214,20200828,KT,LG,0,T,0,L,1.0,30.599999999999998,12.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,6,6
215,20200828,LT,WO,0,B,0,L,1.0,27.0,11.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,7.0,1.0,0.0,8,7
216,20200828,SK,HT,0,B,0,L,0.0,27.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,11,11
217,20200828,NC,OB,0,B,0,L,0.0,27.0,18.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,11,11
218,20200829,SS,WO,0,T,0,W,0.0,27.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4,4
219,20200829,NC,SK,0,B,0,W,0.0,27.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5,5
220,20200829,LT,HH,0,B,0,W,1.0,27.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7,7
221,20200829,WO,SS,0,B,0,L,1.0,27.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,5,5
222,20200829,SK,NC,0,T,0,L,0.0,24.0,14.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,9,9
223,20200829,HH,LT,0,T,0,L,0.0,24.0,11.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,9,9
224,20200829,LG,OB,0,B,0,D,0.0,27.0,11.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,5,5
225,20200829,OB,LG,0,T,0,D,2.0,24.599999999999998,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,5,5
226,20200830,LG,OB,0,B,0,W,1.0,27.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1,1
227,20200830,WO,SS,0,B,0,W,1.0,27.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2,2
228,20200830,LT,HH,0,B,0,W,0.0,27.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2,2
229,20200830,NC,SK,0,B,0,W,4.0,27.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4,4
230,20200830,KT,HT,0,T,0,W,2.0,51.0,20.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,12,9
231,20200830,HT,KT,2,B,0,W,3.0,54.0,17.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,17.0,1.0,0.0,13,11
232,20200830,HH,LT,0,T,0,L,0.0,24.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,6,2
233,20200830,SS,WO,0,T,0,L,0.0,24.0,11.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,3,3
234,20200830,OB,LG,0,B,0,L,0.0,24.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,4,4
235,20200830,SK,NC,0,T,0,L,0.0,24.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,7,7
236,20200901,OB,HH,0,B,0,W,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0
237,20200901,HT,SS,0,B,0,W,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0
238,20200901,KT,LT,0,B,0,W,0.0,27.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2,2
239,20200901,NC,WO,0,T,0,W,3.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2,2
240,20200901,LG,SK,0,T,0,W,2.0,27.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,5,5
241,20200901,HH,OB,0,T,0,L,0.0,24.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4,3
242,20200901,WO,NC,0,B,0,L,0.0,27.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,5,5
243,20200901,SS,HT,0,T,0,L,0.0,24.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,6,6
244,20200901,LT,KT,0,T,0,L,0.0,24.0,14.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,11,8
245,20200901,SK,LG,0,B,0,L,0.0,27.0,11.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,10.0,3.0,0.0,13,11
246,20200902,WO,NC,0,B,0,W,0.0,27.0,9.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,4,4
247,20200902,NC,WO,0,T,0,L,0.0,24.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,0.0,6,5
248,20200903,KT,SK,0,B,0,W,0.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2,2
249,20200903,WO,HH,0,T,0,W,2.0,27.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,5,3
250,20200903,HT,LT,0,T,0,W,1.0,27.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,3,3
251,20200903,LG,NC,0,B,0,W,0.0,27.0,16.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,5,5
252,20200903,SS,OB,0,B,0,W,1.0,27.0,10.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,10,6
253,20200903,NC,LG,0,T,0,L,3.0,24.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,6,2
254,20200903,LT,HT,0,B,0,L,0.0,27.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4,4
255,20200903,HH,WO,0,B,0,L,0.0,27.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,6,6
256,20200903,SK,KT,0,T,0,L,0.0,24.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,6,6
257,20200903,OB,SS,0,T,0,L,0.0,24.0,16.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,11,10
258,20200904,HH,WO,0,B,0,W,1.0,27.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1,1
259,20200904,KT,SK,1,B,0,L,0.0,54.0,15.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,7,7
260,20200904,SS,OB,0,B,0,W,0.0,27.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,5,5
261,20200904,LT,HT,1,B,0,W,1.0,54.0,18.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,18.0,1.0,0.0,13,12
262,20200904,HT,LT,1,T,0,W,1.0,51.0,19.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,14.0,1.0,0.0,12,12
263,20200904,WO,HH,0,T,0,L,0.0,24.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,7,7
264,20200904,SK,KT,1,T,0,L,0.0,48.599999999999994,22.0,5.0,0.0,5.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,17,17
265,20200904,OB,SS,0,T,0,L,0.0,24.0,16.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,12,11
266,20200904,LG,NC,0,B,0,D,0.0,36.0,13.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,15.0,2.0,0.0,5,5
267,20200904,NC,LG,0,T,0,D,3.0,36.0,13.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,14.0,1.0,0.0,5,5
