G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER
20200809LGWO0,20200809,LG,WO,0,T,0,L,0.0,24.0,130,34,28,7.0,0.0,0.0,0.0,2.0,0.0,2,0,3.0,0.0,1.0,6.0,2,0.0,0.0,2,2,1
20200809HHKT0,20200809,HH,KT,0,B,0,L,0.0,27.0,181,42,37,12.0,5.0,0.0,1.0,0.0,0.0,0,0,5.0,0.0,0.0,9.0,1,0.0,0.0,1,6,6
20200809HTNC0,20200809,HT,NC,0,B,0,L,0.0,27.0,205,45,39,14.0,2.0,1.0,1.0,0.0,0.0,0,0,5.0,0.0,1.0,8.0,2,0.0,0.0,2,8,8
20200811SSOB0,20200811,SS,OB,0,B,0,L,0.0,27.0,172,39,33,9.0,1.0,0.0,1.0,0.0,0.0,0,0,6.0,0.0,0.0,4.0,2,1.0,0.0,2,6,6
20200811WOHH0,20200811,WO,HH,0,B,0,L,0.0,36.0,215,55,44,10.0,1.0,0.0,1.0,0.0,1.0,3,1,6.0,1.0,2.0,10.0,0,0.0,0.0,0,7,5
20200811OBSS0,20200811,OB,SS,0,T,0,W,2.0,27.0,151,36,34,8.0,0.0,0.0,1.0,0.0,0.0,0,0,2.0,0.0,0.0,5.0,1,0.0,0.0,1,1,1
20200811HHWO0,20200811,HH,WO,0,T,0,W,1.0,36.0,235,56,45,12.0,1.0,0.0,1.0,2.0,0.0,3,1,7.0,0.0,1.0,13.0,0,1.0,0.0,0,5,4
20200811SKKT0,20200811,SK,KT,0,T,0,L,0.0,24.0,170,38,31,11.0,2.0,0.0,1.0,0.0,1.0,1,1,6.0,0.0,0.0,8.0,2,1.0,0.0,2,6,6
20200811HTLG0,20200811,HT,LG,0,T,0,W,0.0,27.0,157,37,36,9.0,2.0,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,11.0,0,0.0,0.0,0,4,4
20200812LGHT0,20200812,LG,HT,0,B,0,W,0.0,27.0,166,35,29,2.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0.0,1.0,14.0,0,0.0,1.0,0,0,0
20200812SKKT0,20200812,SK,KT,0,T,0,W,2.0,27.0,147,30,27,2.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,1.0,3.0,2,0.0,0.0,2,2,1
20200812WOHH0,20200812,WO,HH,0,B,0,W,0.0,30.0,163,38,34,4.0,1.0,0.0,1.0,1.0,0.0,0,0,2.0,0.0,2.0,8.0,0,1.0,0.0,0,2,2
20200812LTNC0,20200812,LT,NC,0,B,0,W,0.0,27.0,157,41,35,9.0,1.0,0.0,0.0,0.0,0.0,1,0,5.0,0.0,0.0,8.0,0,0.0,0.0,0,4,4
20200812SSOB0,20200812,SS,OB,0,B,0,L,0.0,27.0,166,50,45,24.0,2.0,0.0,2.0,0.0,0.0,2,2,3.0,0.0,0.0,2.0,3,1.0,0.0,3,15,15
20200812KTSK0,20200812,KT,SK,0,B,0,L,0.0,27.0,177,46,36,12.0,3.0,0.0,1.0,1.0,0.0,0,0,9.0,0.0,1.0,5.0,1,0.0,0.0,1,11,11
20200812NCLT0,20200812,NC,LT,0,T,0,L,0.0,24.0,148,41,33,13.0,3.0,0.0,1.0,0.0,1.0,2,0,4.0,0.0,2.0,4.0,1,1.0,0.0,1,8,8
20200812OBSS0,20200812,OB,SS,0,T,0,W,0.0,27.0,169,43,42,16.0,4.0,0.0,2.0,0.0,1.0,0,0,1.0,0.0,0.0,6.0,1,1.0,0.0,1,8,8
20200812HTLG0,20200812,HT,LG,0,T,0,L,0.0,24.0,140,37,34,12.0,5.0,0.0,0.0,1.0,0.0,0,0,3.0,0.0,0.0,9.0,2,1.0,0.0,2,8,8
20200812HHWO0,20200812,HH,WO,0,T,0,L,0.0,27.299999999999997,153,39,30,9.0,2.0,0.0,1.0,1.0,2.0,2,1,6.0,0.0,1.0,3.0,3,0.0,0.0,3,3,3
20200813WOHH0,20200813,WO,HH,0,B,0,W,2.0,27.0,157,39,32,9.0,0.0,0.0,0.0,0.0,0.0,1,0,5.0,0.0,1.0,10.0,2,1.0,0.0,2,3,3
20200813LTNC0,20200813,LT,NC,0,B,0,L,0.0,27.0,120,33,39,14.0,1.0,0.0,1.0,0.0,0.0,0,0,3.0,0.0,1.0,7.0,1,0.0,0.0,1,9,9
20200813HHWO0,20200813,HH,WO,0,T,0,L,0.0,24.0,125,36,31,11.0,1.0,1.0,1.0,1.0,0.0,2,0,3.0,0.0,0.0,4.0,1,0.0,0.0,1,6,6
20200813LGHT0,20200813,LG,HT,0,B,0,W,1.0,27.0,124,33,32,5.0,1.0,0.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,8.0,0,0.0,0.0,0,2,1
20200813SSOB0,20200813,SS,OB,0,B,0,W,3.0,27.0,164,39,28,4.0,0.0,0.0,1.0,1.0,1.0,2,1,9.0,0.0,0.0,11.0,1,0.0,0.0,1,2,2
20200813NCLT0,20200813,NC,LT,0,T,0,W,0.0,27.0,178,43,33,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.0,1,0.0,0.0,1,2,2
20200813HTLG0,20200813,HT,LG,0,T,0,L,0.0,24.0,127,35,29,8.0,1.0,0.0,2.0,0.0,1.0,1,0,4.0,0.0,1.0,6.0,0,0.0,0.0,0,4,4
20200813KTSK0,20200813,KT,SK,0,B,0,L,0.0,27.0,154,47,41,16.0,1.0,0.0,1.0,0.0,0.0,2,2,4.0,0.0,0.0,5.0,0,1.0,0.0,0,10,9
20200813SKKT0,20200813,SK,KT,0,T,0,W,0.0,27.0,195,48,36,10.0,2.0,0.0,1.0,1.0,0.0,1,1,11.0,0.0,0.0,17.0,1,2.0,0.0,1,6,6
20200813OBSS0,20200813,OB,SS,0,T,0,L,0.0,24.0,148,38,33,9.0,1.0,0.0,2.0,1.0,0.0,0,0,4.0,0.0,1.0,5.0,0,0.0,0.0,0,3,3
20200814SSHH0,20200814,SS,HH,0,T,0,W,0.0,27.0,144,33,30,4.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,1.0,8.0,1,0.0,0.0,1,1,1
20200814LTWO0,20200814,LT,WO,0,B,0,W,2.0,27.0,141,35,32,5.0,2.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,7.0,1,0.0,0.0,1,1,0
20200814KTOB0,20200814,KT,OB,0,T,0,W,2.0,36.0,213,53,45,10.0,0.0,0.0,2.0,2.0,0.0,0,0,8.0,2.0,0.0,9.0,1,0.0,0.0,1,3,3
20200814LGNC0,20200814,LG,NC,0,T,0,W,0.0,27.0,151,40,36,8.0,3.0,0.0,0.0,1.0,0.0,0,0,3.0,0.0,1.0,13.0,0,0.0,0.0,0,4,4
20200814HTSK0,20200814,HT,SK,0,B,0,W,0.0,27.0,167,43,31,12.0,1.0,0.0,0.0,3.0,2.0,3,1,8.0,0.0,1.0,6.0,2,0.0,0.0,2,6,6
20200814OBKT0,20200814,OB,KT,0,B,0,L,0.0,36.0,194,49,47,12.0,3.0,0.0,0.0,2.0,0.0,1,0,1.0,0.0,0.0,7.0,0,0.0,1.0,0,5,4
20200814WOLT0,20200814,WO,LT,0,T,0,L,0.0,24.0,122,38,31,11.0,2.0,0.0,0.0,0.0,1.0,2,1,5.0,1.0,0.0,6.0,0,0.0,0.0,0,5,5
20200814SKHT0,20200814,SK,HT,0,T,0,L,2.0,24.299999999999997,151,40,31,7.0,2.0,0.0,1.0,0.0,0.0,0,0,8.0,0.0,1.0,3.0,0,0.0,0.0,0,7,7
20200814HHSS0,20200814,HH,SS,0,B,0,L,0.0,27.0,186,44,41,15.0,4.0,0.0,1.0,2.0,0.0,0,0,3.0,0.0,0.0,6.0,1,1.0,0.0,1,10,10
20200814NCLG0,20200814,NC,LG,0,B,0,L,0.0,27.0,206,49,43,18.0,2.0,1.0,4.0,0.0,0.0,1,0,5.0,0.0,0.0,6.0,1,1.0,0.0,1,10,10
20200815NCLG0,20200815,NC,LG,0,B,0,L,0.0,27.0,177,45,40,15.0,4.0,0.0,2.0,0.0,0.0,1,1,3.0,0.0,1.0,9.0,0,2.0,0.0,0,13,13
20200815WOLT0,20200815,WO,LT,0,T,0,W,1.0,27.0,121,36,35,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,6.0,1,0.0,0.0,1,1,0
20200815SKHT0,20200815,SK,HT,0,T,0,L,0.0,24.0,142,44,41,17.0,2.0,1.0,1.0,0.0,0.0,0,0,3.0,0.0,0.0,5.0,0,1.0,0.0,0,10,10
20200815KTOB0,20200815,KT,OB,0,T,0,L,2.0,24.599999999999998,145,41,38,13.0,1.0,0.0,1.0,3.0,0.0,0,0,3.0,0.0,0.0,3.0,1,1.0,0.0,1,7,4
20200815LTWO0,20200815,LT,WO,0,B,0,L,0.0,27.0,128,36,34,9.0,4.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,4.0,1,0.0,0.0,1,3,3
20200815SSHH0,20200815,SS,HH,0,T,0,W,0.0,27.0,155,35,30,7.0,0.0,0.0,0.0,1.0,3.0,0,0,5.0,0.0,0.0,7.0,1,1.0,0.0,1,0,0
20200815LGNC0,20200815,LG,NC,0,T,0,W,0.0,27.0,149,38,34,10.0,0.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,1.0,13.0,1,1.0,0.0,1,4,4
20200815OBKT0,20200815,OB,KT,0,B,0,W,1.0,27.0,171,41,34,7.0,2.0,1.0,1.0,1.0,0.0,0,0,6.0,0.0,1.0,8.0,0,0.0,0.0,0,5,4
20200815HTSK0,20200815,HT,SK,0,B,0,W,0.0,27.0,137,36,33,9.0,2.0,0.0,0.0,0.0,1.0,0,0,3.0,0.0,0.0,1.0,2,1.0,0.0,2,3,3
20200815HHSS0,20200815,HH,SS,0,B,0,L,0.0,27.0,153,34,29,3.0,0.0,0.0,1.0,0.0,0.0,1,0,4.0,0.0,0.0,11.0,0,0.0,0.0,0,2,2
20200816SKHT0,20200816,SK,HT,0,T,0,L,0.0,24.0,167,41,38,15.0,2.0,0.0,1.0,0.0,1.0,0,0,3.0,0.0,0.0,10.0,0,2.0,1.0,0,8,8
20200816SSHH0,20200816,SS,HH,0,T,0,L,0.0,24.0,109,31,26,2.0,1.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,1.0,4.0,1,0.0,0.0,1,3,3
20200816HHSS0,20200816,HH,SS,0,B,0,W,2.0,27.0,134,34,32,5.0,1.0,0.0,2.0,1.0,0.0,0,0,1.0,0.0,1.0,9.0,0,0.0,0.0,0,2,2
20200816LTWO0,20200816,LT,WO,0,B,0,L,0.0,27.0,155,41,35,9.0,5.0,0.0,1.0,1.0,0.0,1,1,2.0,0.0,3.0,4.0,0,1.0,0.0,0,6,6
20200816HTSK0,20200816,HT,SK,0,B,0,W,2.0,27.0,179,41,34,7.0,2.0,0.0,0.0,0.0,0.0,0,0,7.0,0.0,0.0,13.0,0,1.0,0.0,0,5,5
20200816LGNC0,20200816,LG,NC,0,T,0,W,1.0,27.0,149,37,34,9.0,5.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,1.0,6.0,2,0.0,0.0,2,5,5
20200816WOLT0,20200816,WO,LT,0,T,0,W,3.0,27.0,125,36,30,6.0,1.0,0.0,0.0,3.0,0.0,1,1,4.0,0.0,1.0,5.0,3,0.0,0.0,3,3,3
20200816KTOB0,20200816,KT,OB,0,T,0,W,2.0,27.0,140,35,28,3.0,1.0,0.0,0.0,1.0,0.0,0,0,6.0,0.0,1.0,6.0,2,0.0,0.0,2,1,1
20200816OBKT0,20200816,OB,KT,0,B,0,L,0.0,27.0,157,41,35,11.0,5.0,0.0,0.0,1.0,0.0,3,1,3.0,0.0,0.0,5.0,1,0.0,0.0,1,4,2
20200816NCLG0,20200816,NC,LG,0,B,0,L,0.0,27.0,163,41,32,7.0,0.0,0.0,2.0,0.0,1.0,1,0,8.0,0.0,0.0,3.0,1,0.0,0.0,1,6,3
20200818NCWO0,20200818,NC,WO,0,B,0,W,0.0,27.0,136,35,34,7.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,6.0,0,0.0,0.0,0,1,1
20200818OBLT0,20200818,OB,LT,0,T,0,W,0.0,27.0,145,36,34,6.0,0.0,1.0,1.0,0.0,0.0,0,0,2.0,0.0,0.0,7.0,0,1.0,0.0,0,2,2
20200818KTSS0,20200818,KT,SS,0,T,0,W,0.0,27.0,138,37,32,6.0,3.0,0.0,0.0,0.0,0.0,1,1,3.0,0.0,1.0,6.0,1,0.0,0.0,1,3,2
20200818SKHH0,20200818,SK,HH,0,B,0,W,0.0,27.0,181,43,32,6.0,2.0,0.0,0.0,0.0,0.0,0,0,7.0,0.0,4.0,16.0,0,0.0,0.0,0,3,3
20200818LGHT0,20200818,LG,HT,0,B,0,W,0.0,30.0,178,46,40,11.0,2.0,0.0,0.0,0.0,0.0,1,0,5.0,0.0,0.0,8.0,0,1.0,0.0,0,5,5
20200818LTOB0,20200818,LT,OB,0,B,0,L,0.0,27.0,200,50,43,16.0,2.0,0.0,0.0,1.0,0.0,1,1,3.0,0.0,2.0,10.0,0,0.0,0.0,0,9,8
20200818WONC0,20200818,WO,NC,0,T,0,L,0.0,24.0,124,32,27,7.0,3.0,0.0,1.0,0.0,1.0,2,1,2.0,0.0,1.0,4.0,1,1.0,0.0,1,5,5
20200818SSKT0,20200818,SS,KT,0,B,0,L,1.0,27.0,177,42,33,9.0,1.0,0.0,1.0,0.0,0.0,1,1,8.0,0.0,0.0,7.0,0,1.0,0.0,0,6,5
20200818HHSK0,20200818,HH,SK,0,T,0,L,0.0,24.0,146,40,31,8.0,2.0,0.0,2.0,0.0,0.0,2,1,5.0,0.0,2.0,4.0,0,1.0,0.0,0,9,4
20200818HTLG0,20200818,HT,LG,0,T,0,L,3.0,27.299999999999997,170,40,37,12.0,1.0,0.0,2.0,1.0,0.0,1,1,2.0,0.0,0.0,13.0,2,0.0,0.0,2,6,5
20200819LGHT0,20200819,LG,HT,0,B,0,W,0.0,27.0,152,36,34,8.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,9.0,1,0.0,0.0,1,1,1
20200819WONC0,20200819,WO,NC,0,T,0,W,1.0,27.0,161,40,36,7.0,1.0,0.0,1.0,0.0,0.0,0,0,4.0,0.0,0.0,7.0,0,0.0,0.0,0,4,3
20200819LTOB0,20200819,LT,OB,0,B,0,W,0.0,27.0,137,33,28,6.0,0.0,0.0,1.0,0.0,1.0,0,0,4.0,0.0,1.0,6.0,3,0.0,1.0,3,3,3
20200819SKHH0,20200819,SK,HH,0,B,0,W,0.0,27.0,171,43,40,12.0,2.0,0.0,2.0,0.0,0.0,0,0,3.0,0.0,0.0,8.0,0,0.0,0.0,0,6,4
20200819KTSS0,20200819,KT,SS,0,T,0,W,1.0,27.0,122,38,34,11.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,0.0,0.0,7.0,3,1.0,0.0,3,4,4
20200819NCWO0,20200819,NC,WO,0,B,0,L,0.0,27.0,152,40,35,8.0,3.0,0.0,1.0,1.0,0.0,0,0,3.0,0.0,2.0,5.0,1,0.0,0.0,1,6,5
20200819SSKT0,20200819,SS,KT,0,B,0,L,0.0,27.0,165,37,31,6.0,1.0,0.0,1.0,0.0,0.0,1,1,4.0,0.0,1.0,8.0,1,1.0,0.0,1,6,6
20200819HTLG0,20200819,HT,LG,0,T,0,L,0.0,24.0,195,45,34,12.0,2.0,2.0,1.0,1.0,0.0,1,1,9.0,0.0,1.0,3.0,2,0.0,0.0,2,10,9
20200819HHSK0,20200819,HH,SK,0,T,0,L,0.0,24.0,210,57,46,22.0,4.0,0.0,6.0,0.0,1.0,0,0,10.0,0.0,1.0,4.0,0,0.0,0.0,0,26,22
20200820KTHH0,20200820,KT,HH,0,T,0,W,2.0,27.0,130,34,29,2.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0.0,0.0,9.0,0,0.0,0.0,0,0,0
20200820NCHT0,20200820,NC,HT,0,T,0,W,0.0,27.0,147,39,33,5.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0.0,1.0,10.0,0,0.0,1.0,0,2,1
20200820SSSK0,20200820,SS,SK,0,T,0,W,0.0,27.0,145,40,35,11.0,0.0,0.0,2.0,0.0,0.0,1,1,4.0,0.0,0.0,6.0,2,1.0,0.0,2,3,3
20200820WOLG0,20200820,WO,LG,0,B,0,W,0.0,27.0,166,38,36,9.0,1.0,0.0,1.0,1.0,0.0,0,0,2.0,0.0,0.0,9.0,1,1.0,0.0,1,5,5
20200820LTOB0,20200820,LT,OB,0,T,0,W,0.0,27.0,169,43,40,14.0,4.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,10.0,1,1.0,0.0,1,5,5
20200820HHKT0,20200820,HH,KT,0,B,0,L,0.0,27.0,144,36,31,6.0,0.0,0.0,1.0,3.0,0.0,1,0,4.0,1.0,0.0,5.0,1,0.0,0.0,1,3,3
20200820SKSS0,20200820,SK,SS,0,B,0,L,0.0,27.0,167,42,35,9.0,2.0,0.0,0.0,2.0,0.0,1,0,6.0,0.0,0.0,9.0,1,0.0,0.0,1,8,5
20200820OBLT0,20200820,OB,LT,0,B,0,L,0.0,27.0,167,44,36,11.0,2.0,1.0,1.0,2.0,0.0,1,0,7.0,1.0,0.0,7.0,1,0.0,0.0,1,6,6
20200820LGWO0,20200820,LG,WO,0,T,0,L,1.0,24.0,149,39,31,8.0,2.0,0.0,0.0,2.0,0.0,1,1,6.0,0.0,1.0,6.0,1,0.0,0.0,1,6,6
20200820HTNC0,20200820,HT,NC,0,B,0,L,0.0,27.0,170,51,45,21.0,3.0,0.0,1.0,3.0,0.0,2,1,3.0,0.0,0.0,6.0,0,0.0,0.0,0,14,14
20200821HHKT0,20200821,HH,KT,0,B,0,W,0.0,27.0,156,35,30,4.0,0.0,0.0,1.0,0.0,0.0,0,0,4.0,0.0,1.0,12.0,1,0.0,0.0,1,1,1
20200821OBLT0,20200821,OB,LT,0,B,0,W,0.0,27.0,144,33,31,3.0,1.0,0.0,0.0,2.0,0.0,0,0,2.0,1.0,0.0,8.0,0,1.0,0.0,0,0,0
20200821LGWO0,20200821,LG,WO,0,T,0,W,0.0,27.0,130,36,33,6.0,0.0,0.0,1.0,1.0,0.0,0,0,2.0,0.0,1.0,6.0,0,0.0,0.0,0,3,3
20200821NCHT0,20200821,NC,HT,0,T,0,W,1.0,27.0,149,38,34,9.0,0.0,0.0,2.0,1.0,1.0,1,0,2.0,0.0,1.0,5.0,0,0.0,0.0,0,4,4
20200821SKSS0,20200821,SK,SS,0,B,0,W,1.0,27.0,186,47,37,11.0,1.0,1.0,2.0,0.0,0.0,1,1,8.0,0.0,1.0,8.0,1,0.0,0.0,1,6,5
20200821KTHH0,20200821,KT,HH,0,T,0,L,0.0,24.0,136,37,35,11.0,2.0,0.0,1.0,0.0,0.0,0,0,2.0,0.0,0.0,6.0,1,0.0,0.0,1,5,5
20200821HTNC0,20200821,HT,NC,0,B,0,L,0.0,27.0,149,43,38,10.0,5.0,0.0,1.0,0.0,0.0,1,0,4.0,0.0,0.0,10.0,0,0.0,0.0,0,10,6
20200821WOLG0,20200821,WO,LG,0,B,0,L,0.0,27.0,159,42,36,10.0,2.0,1.0,2.0,1.0,0.0,0,0,6.0,0.0,0.0,6.0,0,0.0,0.0,0,7,7
20200821SSSK0,20200821,SS,SK,0,T,0,L,1.0,24.0,123,43,32,12.0,2.0,0.0,0.0,0.0,0.0,2,1,5.0,1.0,3.0,2.0,0,0.0,0.0,0,8,8
20200821LTOB0,20200821,LT,OB,0,T,0,L,0.0,24.599999999999998,151,36,31,5.0,0.0,0.0,0.0,0.0,0.0,1,0,4.0,1.0,0.0,6.0,0,0.0,0.0,0,1,1
20200822SKOB0,20200822,SK,OB,0,B,0,L,0.0,27.0,168,44,39,12.0,1.0,0.0,2.0,2.0,1.0,0,0,4.0,0.0,1.0,9.0,0,1.0,0.0,0,8,6
20200822OBSK0,20200822,OB,SK,0,T,0,W,0.0,27.0,163,41,36,9.0,2.0,0.0,1.0,0.0,0.0,0,0,5.0,0.0,0.0,7.0,0,0.0,0.0,0,1,1
20200822WOHT0,20200822,WO,HT,0,T,0,W,0.0,27.0,154,37,34,7.0,0.0,0.0,0.0,2.0,0.0,0,0,3.0,0.0,0.0,10.0,0,1.0,0.0,0,3,1
20200822LTSS0,20200822,LT,SS,0,T,0,W,3.0,27.0,157,38,35,10.0,1.0,0.0,0.0,3.0,0.0,1,1,2.0,0.0,0.0,5.0,1,1.0,0.0,1,3,2
20200822HTWO0,20200822,HT,WO,0,B,0,L,1.0,24.0,144,37,32,10.0,1.0,0.0,1.0,1.0,0.0,0,0,5.0,0.0,0.0,6.0,2,0.0,0.0,2,4,4
20200822SSLT0,20200822,SS,LT,0,B,0,L,0.0,27.0,135,42,39,13.0,2.0,0.0,1.0,1.0,0.0,1,0,2.0,0.0,0.0,5.0,0,1.0,0.0,0,5,5
20200823KTNC0,20200823,KT,NC,0,B,0,W,0.0,27.0,150,40,35,9.0,2.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,1.0,7.0,1,0.0,0.0,1,1,1
20200823OBSK0,20200823,OB,SK,0,T,0,W,0.0,27.0,165,40,34,9.0,1.0,1.0,0.0,0.0,1.0,1,1,4.0,0.0,1.0,7.0,0,0.0,0.0,0,1,1
20200823LTSS0,20200823,LT,SS,0,T,0,W,0.0,27.0,149,35,31,4.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,0.0,7.0,0,0.0,0.0,0,0,0
20200823NCKT0,20200823,NC,KT,0,T,0,L,0.0,24.0,160,42,34,13.0,2.0,0.0,3.0,0.0,2.0,0,0,8.0,0.0,0.0,6.0,1,0.0,0.0,1,10,10
20200823SKOB0,20200823,SK,OB,0,B,0,L,0.0,27.0,158,45,35,9.0,0.0,0.0,3.0,3.0,1.0,1,0,7.0,0.0,2.0,4.0,0,0.0,1.0,0,8,7
20200823SSLT0,20200823,SS,LT,0,B,0,L,0.0,27.0,167,43,37,10.0,2.0,0.0,3.0,1.0,1.0,0,0,6.0,0.0,0.0,7.0,0,1.0,0.0,0,11,8
20200823HTWO0,20200823,HT,WO,0,T,0,W,2.0,27.0,163,41,37,13.0,2.0,1.0,0.0,1.0,0.0,1,0,3.0,0.0,0.0,9.0,1,1.0,0.0,1,7,7
20200823LGHH0,20200823,LG,HH,0,B,0,L,0.0,27.0,132,36,31,6.0,1.0,0.0,1.0,0.0,1.0,1,1,4.0,0.0,0.0,6.0,0,0.0,0.0,0,4,2
20200823WOHT0,20200823,WO,HT,0,B,0,L,0.0,27.0,164,41,36,11.0,0.0,0.0,3.0,0.0,0.0,2,1,2.0,0.0,1.0,9.0,0,0.0,0.0,0,8,8
20200823HHLG0,20200823,HH,LG,0,T,0,W,3.0,27.0,159,37,30,6.0,1.0,0.0,0.0,0.0,0.0,0,0,6.0,1.0,1.0,8.0,3,1.0,0.0,3,3,3
20200824KTNC0,20200824,KT,NC,0,B,0,W,0.0,27.0,139,37,34,8.0,0.0,0.0,0.0,1.0,0.0,0,0,2.0,0.0,1.0,4.0,1,0.0,0.0,1,1,1
20200824HHLG0,20200824,HH,LG,0,T,0,W,1.0,27.0,158,37,32,5.0,1.0,0.0,0.0,1.0,0.0,0,0,4.0,0.0,1.0,6.0,1,1.0,0.0,1,3,2
20200824LGHH0,20200824,LG,HH,0,B,0,L,0.0,27.0,177,46,38,14.0,1.0,2.0,0.0,0.0,0.0,4,2,3.0,0.0,0.0,7.0,0,1.0,0.0,0,6,5
20200824NCKT0,20200824,NC,KT,0,T,0,L,0.0,24.0,158,41,37,14.0,1.0,0.0,1.0,1.0,1.0,0,0,4.0,0.0,0.0,9.0,0,0.0,0.0,0,8,8
20200825LGSS0,20200825,LG,SS,0,T,0,L,0.0,24.0,114,31,31,7.0,1.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,4.0,0,0.0,0.0,0,4,4
20200825WOKT0,20200825,WO,KT,0,T,0,W,1.0,27.0,127,33,32,5.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,7.0,0,0.0,0.0,0,1,1
20200825SSLG0,20200825,SS,LG,0,B,0,W,2.0,27.0,166,40,33,7.0,1.0,0.0,1.0,1.0,1.0,0,0,4.0,0.0,3.0,8.0,0,0.0,0.0,0,3,3
20200825NCHH0,20200825,NC,HH,0,B,0,W,0.0,27.0,179,43,37,11.0,1.0,1.0,0.0,0.0,0.0,0,0,4.0,0.0,2.0,9.0,1,0.0,0.0,1,3,3
20200825OBHT0,20200825,OB,HT,0,B,0,W,2.0,27.0,154,40,34,9.0,2.0,0.0,1.0,2.0,0.0,0,0,9.0,0.0,2.0,5.0,2,0.0,0.0,2,8,6
20200825SKLT0,20200825,SK,LT,0,T,0,W,0.0,27.0,175,43,38,11.0,1.0,0.0,1.0,0.0,0.0,1,1,4.0,0.0,0.0,6.0,1,3.0,0.0,1,8,7
20200825KTWO0,20200825,KT,WO,0,B,0,L,0.0,27.0,167,44,36,10.0,0.0,0.0,0.0,2.0,0.0,0,0,6.0,1.0,1.0,6.0,0,1.0,0.0,0,4,3
20200825HTOB0,20200825,HT,OB,0,T,0,L,0.0,24.0,164,40,37,15.0,1.0,0.0,3.0,0.0,1.0,1,0,5.0,0.0,0.0,2.0,1,0.0,0.0,1,10,8
20200825LTSK0,20200825,LT,SK,0,B,0,L,0.0,27.0,173,46,37,11.0,3.0,0.0,2.0,1.0,0.0,0,0,7.0,0.0,2.0,3.0,1,1.0,0.0,1,10,10
20200825HHNC0,20200825,HH,NC,0,T,0,L,0.0,24.0,150,40,38,15.0,3.0,0.0,6.0,1.0,0.0,0,0,2.0,0.0,0.0,7.0,0,0.0,0.0,0,11,11
20200826HHNC0,20200826,HH,NC,0,T,0,L,0.0,24.0,150,40,36,11.0,2.0,0.0,2.0,1.0,0.0,0,0,3.0,0.0,1.0,6.0,1,0.0,0.0,1,9,6
20200826OBHT0,20200826,OB,HT,0,B,0,L,0.0,27.0,177,46,41,15.0,1.0,0.0,1.0,0.0,0.0,1,0,4.0,0.0,0.0,5.0,0,1.0,0.0,0,7,7
20200826SSLG0,20200826,SS,LG,0,B,0,L,5.0,27.0,138,39,36,10.0,1.0,0.0,4.0,0.0,0.0,0,0,3.0,0.0,0.0,7.0,0,1.0,0.0,0,8,8
20200826SKLT0,20200826,SK,LT,0,T,0,L,0.0,24.0,140,37,28,4.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,0.0,1.0,4.0,0,1.0,0.0,0,3,3
20200826NCHH0,20200826,NC,HH,0,B,0,W,1.0,27.0,156,39,34,7.0,1.0,0.0,1.0,0.0,0.0,0,0,2.0,0.0,3.0,8.0,2,0.0,0.0,2,5,5
20200826KTWO0,20200826,KT,WO,0,B,0,W,0.0,30.0,153,40,36,8.0,0.0,1.0,2.0,1.0,0.0,1,0,3.0,0.0,0.0,6.0,1,0.0,0.0,1,5,5
20200826WOKT0,20200826,WO,KT,0,T,0,L,4.0,27.299999999999997,210,44,36,10.0,2.0,0.0,1.0,1.0,0.0,1,0,7.0,0.0,0.0,6.0,2,1.0,0.0,2,6,6
20200826HTOB0,20200826,HT,OB,0,T,0,W,3.0,27.0,172,43,35,11.0,1.0,0.0,1.0,0.0,0.0,2,2,6.0,0.0,0.0,8.0,1,4.0,0.0,1,5,4
20200826LTSK0,20200826,LT,SK,0,B,0,W,0.0,27.0,131,31,29,4.0,0.0,0.0,1.0,1.0,0.0,0,0,2.0,0.0,0.0,7.0,2,0.0,0.0,2,1,1
