,G_ID,G_DAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
195,195,2020-08-18,삼성,KT,0,B,37,32,2,3,6,3,0,0,0,0,1,1,3,0,1,6,1,1,16,0.222222222,9,2
196,196,2020-08-18,한화,SK,0,T,43,32,3,3,6,2,0,0,0,0,0,0,7,0,4,16,0,0,32,0.235294118,17,4
197,197,2020-08-18,롯데,두산,0,B,36,34,2,2,6,0,1,1,0,0,0,0,2,0,0,7,0,0,15,0,7,0
198,198,2020-08-19,SK,한화,0,B,57,46,26,26,22,4,0,6,0,0,0,0,10,0,1,4,0,0,28,0.5,22,11
199,199,2020-08-19,LG,KIA,0,B,45,34,9,10,12,2,2,1,1,0,1,1,9,0,1,3,2,2,24,0.375,16,6
200,200,2020-08-19,롯데,롯데,0,B,35,31,6,7,10,3,0,0,4,0,3,1,1,0,0,3,1,1,10,0.4,10,4
201,201,2020-08-19,Hero,NC,0,T,40,35,6,6,8,3,0,1,1,0,0,0,3,0,2,5,1,1,18,0.3,10,3
202,202,2020-08-19,KT,삼성,0,T,37,31,6,6,6,1,0,1,0,0,1,1,4,0,1,8,1,1,8,0.333333333,6,2
203,203,2020-08-19,삼성,KT,0,B,38,34,4,4,11,0,0,0,0,0,2,2,2,0,0,7,3,3,13,0.4,5,2
204,204,2020-08-19,한화,SK,0,T,43,40,5,6,12,2,0,2,0,0,0,0,3,0,0,8,0,0,29,0.2,15,3
205,205,2020-08-19,KIA,LG,0,T,36,34,1,1,8,0,0,0,0,0,0,0,2,0,0,9,1,1,18,0.2,5,1
206,206,2020-08-19,두산,롯데,0,T,33,28,3,3,6,0,0,1,0,0,0,0,4,0,1,6,3,3,11,0.166666667,6,1
207,207,2020-08-19,NC,키움,0,B,40,36,4,4,7,1,0,1,0,0,0,0,4,0,0,7,0,0,20,0.111111111,9,1
208,208,2020-08-20,NC,KIA,0,T,51,45,13,14,21,3,0,1,3,0,2,1,3,0,0,6,0,0,17,0.578947368,19,11
209,209,2020-08-20,롯데,두산,0,T,44,36,6,6,11,2,1,1,2,0,1,0,7,1,0,7,1,1,23,0.2,15,3
210,210,2020-08-20,Hero,LG,0,B,39,31,6,6,8,2,0,0,2,0,1,1,6,0,1,6,1,1,20,0.333333333,12,4
211,211,2020-08-20,삼성,SK,0,T,42,35,7,8,9,2,0,0,2,0,1,0,6,0,0,9,1,1,18,0.555555556,9,5
212,212,2020-08-20,KT,한화,0,T,36,31,3,3,6,0,0,1,3,0,1,0,4,1,0,5,1,1,14,0.111111111,9,1
213,213,2020-08-20,두산,롯데,0,B,43,40,5,5,14,4,0,0,0,0,0,0,3,0,0,10,1,1,20,0.230769231,13,3
214,214,2020-08-20,SK,삼성,0,B,40,35,3,3,11,0,0,2,0,0,1,1,4,0,0,6,2,2,19,0,6,0
215,215,2020-08-20,LG,키움,0,T,38,36,5,5,9,1,0,1,1,0,0,0,2,0,0,9,1,1,16,0.25,12,3
216,216,2020-08-20,KIA,NC,0,B,39,33,1,2,5,0,0,0,0,0,0,0,5,0,1,10,0,0,15,0.25,4,1
217,217,2020-08-20,한화,KT,0,B,34,29,0,0,2,0,0,0,0,0,0,0,5,0,0,9,0,0,16,0,6,0
218,218,2020-08-21,SK,삼성,0,B,43,32,8,8,12,2,0,0,0,0,2,1,5,1,3,2,0,0,21,0.272727273,11,3
219,219,2020-08-21,한화,KT,0,B,37,35,5,5,11,2,0,1,0,0,0,0,2,0,0,6,1,1,18,0.4,10,4
220,220,2020-08-21,LG,키움,0,T,42,36,7,7,10,2,1,2,1,0,0,0,6,0,0,6,0,0,15,0.333333333,12,4
221,221,2020-08-21,NC,KIA,0,T,43,38,7,10,10,5,0,1,0,0,1,0,4,0,0,10,0,0,15,0.333333333,12,4
222,222,2020-08-21,두산,롯데,0,B,36,31,1,1,5,0,0,0,0,0,1,0,4,1,0,6,0,0,16,0.142857143,7,1
223,223,2020-08-21,삼성,SK,0,T,47,37,6,6,11,1,1,2,0,0,1,1,8,0,1,8,1,1,32,0.133333333,15,2
224,224,2020-08-21,KIA,NC,0,B,38,34,4,4,9,0,0,2,1,0,1,0,2,0,1,5,0,0,9,0.333333333,6,2
225,225,2020-08-21,Hero,LG,0,B,36,33,3,3,6,0,0,1,1,0,0,0,2,0,1,6,0,0,13,0.166666667,6,1
226,226,2020-08-21,KT,한화,0,T,35,30,1,1,4,0,0,1,0,0,0,0,4,0,1,12,1,1,11,0.25,4,1
227,227,2020-08-21,롯데,두산,0,T,33,31,0,0,3,1,0,0,2,0,0,0,2,1,0,8,0,0,13,0,9,0
228,228,2020-08-22,롯데,삼성,0,T,42,39,4,5,13,2,0,1,1,0,1,0,2,0,0,5,0,0,22,0.285714286,14,4
229,229,2020-08-22,Hero,KIA,0,B,37,32,4,4,10,1,0,1,1,0,0,0,5,0,0,6,2,2,21,0.25,8,2
230,230,2020-08-22,두산,SK,0,T,44,39,6,8,12,1,0,2,2,0,0,0,4,0,1,9,0,0,18,0.25,12,3
231,231,2020-08-22,삼성,롯데,0,B,38,35,3,3,10,1,0,0,3,0,1,1,2,0,0,5,1,1,12,0.25,8,2
232,232,2020-08-22,SK,두산,0,B,41,36,1,1,9,2,0,1,0,0,0,0,5,0,0,7,0,0,17,0.125,8,1
233,233,2020-08-22,KIA,키움,0,T,37,34,3,3,7,0,0,0,2,0,0,0,3,0,0,10,0,0,17,0.3,10,3
234,234,2020-08-23,KT,NC,0,B,42,34,10,10,13,2,0,3,0,0,0,0,8,0,0,6,1,1,16,0.444444444,9,4
235,235,2020-08-23,KIA,키움,0,T,41,36,8,8,11,0,0,3,0,0,2,1,2,0,1,9,0,0,9,0.625,8,5
236,236,2020-08-23,롯데,삼성,0,T,43,37,10,11,10,2,0,3,1,0,0,0,6,0,0,7,0,0,11,0.333333333,9,3
237,237,2020-08-23,두산,SK,0,T,45,35,8,8,9,0,0,3,3,0,1,0,7,0,2,4,0,0,20,0.363636364,11,4
238,238,2020-08-23,한화,LG,0,T,36,31,4,4,6,1,0,1,0,0,1,1,4,0,0,6,0,0,11,0.25,4,1
239,239,2020-08-23,Hero,KIA,0,B,41,37,5,7,13,2,1,0,1,0,1,0,3,0,0,9,1,1,17,0.285714286,14,4
240,240,2020-08-23,SK,두산,0,B,40,34,1,1,9,1,1,0,0,0,1,1,4,0,1,7,0,0,19,0,6,0
241,241,2020-08-23,NC,KT,0,T,40,35,1,1,9,2,0,0,0,0,0,0,4,0,1,7,1,1,16,0.166666667,6,1
242,242,2020-08-23,LG,한화,0,B,37,30,3,3,6,1,0,0,0,0,0,0,6,1,1,8,3,3,14,0.428571429,7,3
243,243,2020-08-23,삼성,롯데,0,B,35,31,0,0,4,0,0,0,0,0,0,0,4,0,0,7,0,0,17,0,5,0
244,244,2020-08-24,KT,NC,0,B,41,37,8,8,14,1,0,1,1,0,0,0,4,0,0,9,0,0,20,0.285714286,14,4
245,245,2020-08-24,한화,LG,0,T,46,38,5,6,14,1,2,0,0,0,4,2,3,0,0,7,0,0,23,0.25,16,4
246,246,2020-08-24,NC,KT,0,T,37,34,1,1,8,0,0,0,1,0,0,0,2,0,1,4,1,1,17,0.142857143,7,1
247,247,2020-08-24,LG,한화,0,B,37,32,3,3,5,1,0,0,1,0,0,0,4,0,1,6,1,1,14,0.125,8,1
248,248,2020-08-25,두산,KIA,0,B,43,37,10,10,15,1,0,3,0,0,1,0,5,0,0,2,1,1,16,0.25,8,2
249,249,2020-08-25,NC,한화,0,B,40,38,11,11,15,3,0,6,1,0,0,0,2,0,0,7,0,0,11,0.25,8,2
250,250,2020-08-25,SK,롯데,0,T,46,37,10,10,11,3,0,2,1,0,0,0,7,0,2,3,1,1,20,0.333333333,15,5
251,251,2020-08-25,Hero,KT,0,T,44,36,3,4,10,0,0,0,2,0,0,0,6,1,1,6,0,0,29,0.153846154,13,2
252,252,2020-08-25,삼성,LG,0,B,31,31,4,4,7,1,0,2,0,0,0,0,0,0,0,4,0,0,8,0,4,0
253,253,2020-08-25,한화,NC,0,T,43,37,3,3,11,1,1,0,0,0,0,0,4,0,2,9,1,1,24,0.153846154,13,2
254,254,2020-08-25,롯데,SK,0,B,43,38,8,8,11,1,0,1,0,0,1,1,4,0,0,6,1,1,20,0.25,8,2
255,255,2020-08-25,KIA,두산,0,T,45,34,8,8,9,2,0,1,2,0,0,0,9,0,2,5,2,2,20,0.166666667,12,2
256,256,2020-08-25,LG,삼성,0,T,40,33,3,3,7,1,0,1,1,0,0,0,4,0,3,8,0,0,16,0.25,8,2
257,257,2020-08-25,KT,키움,0,B,33,32,1,1,5,2,0,0,0,0,0,0,1,0,0,7,0,0,10,0.2,5,1
258,258,2020-08-26,KIA,두산,0,T,46,41,7,7,15,1,0,1,0,0,1,0,4,0,0,5,0,0,22,0.25,12,3
259,259,2020-08-26,NC,한화,0,B,40,36,9,9,11,2,0,2,1,0,0,0,3,0,1,6,1,1,18,0.363636364,11,4
260,260,2020-08-26,LG,삼성,0,T,39,36,8,8,10,1,0,4,0,0,0,0,3,0,0,7,0,0,9,0.25,4,1
261,261,2020-08-26,KT,키움,0,B,44,36,5,6,10,2,0,1,1,0,1,0,7,0,0,6,2,2,21,0.3,10,3
262,262,2020-08-26,롯데,SK,0,B,37,28,3,3,4,0,0,0,0,0,0,0,8,0,1,4,0,0,14,0.285714286,7,2
263,263,2020-08-26,두산,KIA,0,B,43,35,5,5,11,1,0,1,0,0,2,2,6,0,0,8,1,1,28,0.166666667,12,2
264,264,2020-08-26,삼성,LG,0,B,37,35,5,5,9,0,0,1,0,0,0,0,1,0,1,6,1,1,14,0.375,8,3
265,265,2020-08-26,Hero,KT,0,T,40,36,5,5,8,0,1,2,1,0,1,0,3,0,0,6,1,1,12,0.333333333,6,2
266,266,2020-08-26,한화,NC,0,T,39,34,5,5,7,1,0,1,0,0,0,0,2,0,3,8,2,2,18,0.25,12,3
267,267,2020-08-26,SK,롯데,0,T,31,29,1,1,4,0,0,1,1,0,0,0,2,0,0,7,2,2,5,0,1,0
268,268,2020-08-27,SK,KIA,0,B,42,36,10,10,14,4,0,2,1,0,3,1,2,0,1,6,0,0,16,0.333333333,12,4
269,269,2020-08-27,Hero,롯데,0,T,45,40,11,11,15,5,0,3,2,0,1,0,3,0,1,2,2,2,17,0.333333333,15,5
270,270,2020-08-27,NC,두산,0,B,40,35,7,8,13,2,1,1,0,0,0,0,4,0,1,9,1,1,14,0.454545455,11,5
271,271,2020-08-27,한화,삼성,0,B,38,33,7,7,11,1,1,0,0,0,1,0,4,0,0,3,1,1,18,0.333333333,12,4
272,272,2020-08-27,LG,KT,0,B,31,29,1,2,6,0,1,0,1,0,0,0,2,0,0,7,1,1,13,0.166666667,6,1
273,273,2020-08-27,두산,NC,0,T,39,37,2,2,13,6,0,0,0,0,0,0,2,0,0,4,1,1,25,0.235294118,17,4
274,274,2020-08-27,롯데,키움,0,B,43,36,5,6,12,2,0,0,0,0,1,1,5,0,1,5,2,2,23,0.3,10,3
275,275,2020-08-27,삼성,한화,0,T,33,32,0,0,8,0,0,0,1,0,0,0,0,0,1,6,1,1,18,0.142857143,7,1
276,276,2020-08-27,KIA,SK,0,T,37,33,3,4,8,2,0,0,0,0,1,0,2,0,1,12,0,0,16,0.333333333,9,3
277,277,2020-08-27,KT,LG,0,T,35,29,0,0,2,1,0,0,0,0,0,0,4,0,2,5,0,0,18,0,8,0
278,278,2020-08-28,두산,NC,0,T,52,46,11,11,18,1,0,4,0,0,0,0,4,0,2,4,0,0,30,0.235294118,17,4
279,279,2020-08-28,KIA,SK,0,T,45,39,11,11,13,0,0,4,0,0,2,0,4,0,0,8,0,0,20,0.214285714,14,3
280,280,2020-08-28,Hero,롯데,0,T,44,36,7,8,11,3,0,2,5,0,1,1,7,1,0,7,0,0,18,0.307692308,13,4
281,281,2020-08-28,LG,KT,0,B,47,40,5,6,12,3,0,0,0,0,2,1,4,1,1,6,2,2,21,0.461538462,13,6
282,282,2020-08-28,SK,KIA,0,B,44,33,7,8,11,2,2,1,0,0,2,0,6,0,3,10,2,2,21,0.384615385,13,5
283,283,2020-08-28,롯데,키움,0,B,40,37,4,4,12,2,0,2,2,0,0,0,2,0,1,3,1,1,18,0.285714286,7,2
284,284,2020-08-28,NC,두산,0,B,39,35,3,4,10,1,1,1,0,0,0,0,4,0,0,4,1,1,14,0.428571429,7,3
285,285,2020-08-28,KT,LG,0,T,40,36,5,5,5,1,0,2,1,0,0,0,3,0,1,13,1,1,8,0.4,5,2
286,286,2020-08-29,NC,SK,0,B,39,35,8,9,14,3,0,2,1,0,0,0,3,1,1,4,1,1,13,0.3,10,3
287,287,2020-08-29,롯데,한화,0,B,40,33,9,9,11,3,0,4,1,0,1,1,6,0,0,5,1,1,12,0.166666667,6,1
288,288,2020-08-29,삼성,키움,0,T,40,37,5,5,10,2,0,0,1,0,1,0,2,0,0,10,0,0,15,0.4,10,4
289,289,2020-08-29,한화,한화,0,T,40,38,6,7,11,0,1,2,0,0,0,0,2,0,0,13,0,0,14,0.5,4,2
290,290,2020-08-29,Hero,삼성,0,B,35,30,4,4,8,2,0,0,0,0,2,1,3,0,0,3,3,3,11,0.428571429,7,3
291,291,2020-08-29,SK,NC,0,T,37,35,5,5,9,0,0,2,0,0,0,0,2,0,0,5,1,1,12,0.166666667,6,1
292,292,2020-08-29,두산,LG,0,T,38,35,5,5,11,3,0,1,2,0,0,0,3,0,0,3,0,0,15,0.166666667,12,2
293,293,2020-08-29,LG,두산,0,B,37,36,5,5,10,2,0,2,0,0,0,0,1,0,0,13,0,0,20,0.25,12,3
294,294,2020-08-30,Hero,삼성,0,B,37,34,3,3,11,1,1,0,3,0,0,0,3,0,0,4,1,1,21,0.083333333,12,1
295,295,2020-08-30,롯데,한화,0,B,37,34,5,6,10,3,0,0,2,0,0,0,3,0,0,6,1,1,19,0.333333333,12,4
296,296,2020-08-30,LG,두산,0,B,37,30,4,4,8,2,0,1,2,0,1,0,6,1,0,6,1,1,20,0.25,12,3
297,297,2020-08-30,NC,SK,0,B,38,28,6,7,7,2,1,0,0,0,2,1,7,1,1,5,0,0,13,0.571428571,7,4
298,298,2020-08-30,KIA,KT,0,B,78,67,12,12,20,3,0,1,1,0,3,1,7,0,1,9,2,2,15,0.357142857,14,5
299,299,2020-08-30,KIA,KT,0,B,78,67,12,12,20,3,0,1,1,0,3,1,7,0,1,9,2,2,16,0.25,12,3
300,300,2020-08-30,KT,KIA,0,T,87,71,12,13,17,3,1,2,1,0,2,1,14,0,0,17,0,0,16,0.25,8,2
301,301,2020-08-30,KT,KIA,0,T,87,71,12,13,17,3,1,2,1,0,2,1,14,0,0,17,0,0,22,0.444444444,9,4
302,302,2020-08-30,삼성,키움,0,T,37,34,2,2,10,0,0,0,2,0,2,1,1,0,0,5,1,1,13,0.25,8,2
303,303,2020-08-30,두산,LG,0,T,32,31,1,1,7,1,0,0,0,0,0,0,0,0,1,5,2,2,11,0.142857143,7,1
304,304,2020-08-30,SK,NC,0,T,37,33,4,4,7,1,0,3,0,0,1,0,3,0,0,7,0,0,12,0,4,0
305,305,2020-08-30,한화,롯데,0,T,35,33,2,2,6,1,0,0,1,0,0,0,2,0,0,6,0,0,11,0.2,5,1
306,306,2020-09-01,KT,롯데,0,B,41,37,10,11,14,2,0,2,2,0,1,0,3,0,0,7,1,1,17,0.416666667,12,5
307,307,2020-09-01,NC,키움,0,T,38,32,5,5,10,2,0,1,0,0,2,2,4,0,0,10,1,1,12,0.142857143,7,1
308,308,2020-09-01,두산,한화,0,B,36,33,4,4,10,2,0,0,1,0,1,1,2,0,0,5,1,1,17,0.363636364,11,4
309,309,2020-09-01,KIA,삼성,0,B,40,31,6,6,9,2,0,1,0,0,0,0,9,0,0,9,0,0,20,0.25,12,3
310,310,2020-09-01,LG,SK,0,T,49,38,12,13,11,3,0,3,0,0,2,1,8,1,1,10,0,0,20,0.333333333,12,4
311,311,2020-09-01,SK,LG,0,B,42,35,5,5,10,0,0,0,1,0,1,1,6,1,0,8,1,1,18,0.416666667,12,5
312,312,2020-09-01,롯데,KT,0,T,35,29,2,2,6,1,0,0,0,0,0,0,6,0,0,3,2,2,12,0.25,8,2
313,313,2020-09-01,Hero,NC,0,B,35,33,2,2,6,2,0,0,0,0,0,0,2,0,0,7,0,0,16,0.2,5,1
314,314,2020-09-01,삼성,KIA,0,T,31,30,0,0,4,0,0,0,0,0,0,0,1,0,0,5,2,2,8,0,1,0
315,315,2020-09-01,한화,두산,0,T,29,29,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,1,5,0,0,0
316,316,2020-09-02,Hero,NC,0,B,41,31,6,6,7,2,0,0,1,0,0,0,7,0,3,7,0,0,24,0.384615385,13,5
317,317,2020-09-02,NC,키움,0,T,38,34,4,4,9,3,0,1,0,0,0,0,2,0,2,5,2,2,15,0.428571429,7,3
318,318,2020-09-03,삼성,두산,0,B,41,35,11,11,16,4,1,1,1,0,2,1,4,0,0,6,2,2,12,0.583333333,12,7
319,319,2020-09-03,KT,SK,0,B,38,34,6,6,12,3,0,0,1,0,0,0,4,0,0,6,1,1,19,0.4,15,6
320,320,2020-09-03,LG,NC,0,B,35,32,6,6,9,1,0,1,0,0,1,0,2,0,0,8,2,2,16,0.333333333,9,3
321,321,2020-09-03,KIA,롯데,0,T,38,36,4,4,10,1,0,2,0,0,1,0,1,0,0,7,0,0,11,0.25,8,2
322,322,2020-09-03,Hero,한화,0,T,40,34,6,6,9,0,0,1,2,0,1,1,5,0,0,8,0,0,9,0.428571429,7,3
323,323,2020-09-03,NC,LG,0,T,43,40,4,5,16,2,0,0,3,0,0,0,2,0,1,11,2,2,26,0.285714286,14,4
324,324,2020-09-03,한화,키움,0,B,44,38,3,5,11,2,0,1,0,0,0,0,4,0,2,8,0,0,25,0.153846154,13,2
325,325,2020-09-03,두산,삼성,0,T,41,38,8,10,10,3,1,3,1,0,0,0,3,0,0,4,1,1,15,0.181818182,11,2
326,326,2020-09-03,SK,KT,0,T,37,32,2,2,8,1,0,0,1,0,0,0,5,0,0,2,2,2,19,0.222222222,9,2
327,327,2020-09-03,롯데,KIA,0,B,33,30,3,3,5,2,0,0,1,0,0,0,2,0,1,6,1,1,6,0.5,4,2
328,328,2020-09-04,삼성,두산,0,B,48,37,12,12,16,3,0,2,1,0,2,2,9,0,0,3,2,2,21,0.388888889,18,7
329,329,2020-09-04,한화,키움,0,B,40,30,7,7,10,1,0,0,0,0,3,0,7,0,0,7,0,0,15,0.454545455,11,5
330,330,2020-09-04,KT,-9,0,-9,81,68,16,17,22,5,0,5,2,0,1,1,12,0,0,10,1,1,-9,1,-9,-9
331,331,2020-09-04,롯데,-9,0,-9,74,63,10,12,19,0,0,2,1,0,2,2,7,0,2,14,5,5,-9,1,-9,-9
332,332,2020-09-04,KIA,-9,0,-9,80,71,12,13,18,5,0,2,1,0,2,0,6,0,1,18,2,2,-9,1,-9,-9
333,333,2020-09-04,두산,삼성,0,T,38,32,4,5,8,1,0,0,0,0,1,1,5,0,0,12,2,2,16,0.333333333,6,2
334,334,2020-09-04,SK,-9,0,-9,71,66,7,7,15,2,0,3,0,0,2,1,2,0,1,12,0,0,-9,1,-9,-9
335,335,2020-09-04,Hero,한화,0,T,36,32,1,1,6,1,0,0,2,0,0,0,4,0,0,8,0,0,17,0.1,10,1
336,336,2020-09-04,LG,NC,0,B,57,46,5,5,13,3,1,0,2,0,2,0,8,1,1,14,0,0,31,0.166666667,18,3
337,337,2020-09-04,NC,LG,0,T,55,46,5,5,13,1,0,0,3,0,2,1,4,1,3,15,0,0,24,0.416666667,12,5
338,338,2020-09-05,KIA,한화,0,T,44,36,5,5,13,4,0,0,0,0,1,0,6,0,0,5,1,1,26,0.230769231,13,3
339,339,2020-09-05,KT,키움,0,T,44,37,8,8,11,1,0,2,0,0,1,0,5,0,1,8,0,0,20,0.333333333,12,4
340,340,2020-09-05,두산,SK,0,B,38,29,5,5,6,1,0,0,0,1,0,0,9,0,0,5,0,0,21,0.222222222,9,2
341,341,2020-09-05,한화,KIA,0,B,37,33,4,4,8,2,0,1,0,0,1,1,3,0,0,11,1,1,16,0,7,0
342,342,2020-09-05,SK,두산,0,T,32,30,1,1,5,0,0,1,0,0,0,0,1,0,1,7,1,1,7,0,0,0
343,343,2020-09-05,Hero,KT,0,B,32,32,1,1,5,1,0,0,0,0,0,0,0,0,0,7,0,0,10,0.2,5,1
344,344,2020-09-06,두산,SK,0,B,43,38,10,10,14,2,0,2,0,0,0,0,5,0,0,3,0,0,16,0.444444444,9,4
345,345,2020-09-06,LG,롯데,0,T,44,42,6,7,14,4,0,2,0,0,1,0,1,1,0,8,0,0,19,0.222222222,9,2
346,346,2020-09-06,KT,키움,0,T,45,38,7,8,12,2,0,0,0,0,1,1,4,1,1,6,1,1,19,0.461538462,13,6
347,347,2020-09-06,삼성,-99,0,-99,37,34,5,5,10,0,0,3,0,0,0,0,3,0,0,5,0,0,-99,1,-99,-99
348,348,2020-09-06,KIA,한화,0,T,41,35,8,8,10,5,0,1,0,0,2,1,3,0,1,9,0,0,11,0.363636364,11,4
349,349,2020-09-06,한화,KIA,0,B,36,36,4,4,10,1,0,2,0,0,0,0,0,0,0,13,0,0,9,0.25,4,1
350,350,2020-09-06,Hero,KT,0,B,38,34,7,7,9,2,0,2,0,0,0,0,3,0,1,10,1,1,13,0.428571429,7,3
351,351,2020-09-06,NC,-99,0,-99,33,31,3,3,5,0,0,1,0,0,0,0,2,0,0,10,1,1,-99,1,-99,-99
352,352,2020-09-06,롯데,LG,0,B,33,29,1,1,3,1,0,0,0,0,0,0,4,0,0,4,1,1,9,0.333333333,3,1
353,353,2020-09-06,SK,두산,0,T,33,31,0,0,3,0,0,0,0,0,0,0,2,0,0,7,0,0,15,0.25,4,1
354,354,2020-09-07,롯데,LG,0,B,45,39,12,12,16,6,0,2,0,0,0,0,5,0,1,4,1,1,21,0.533333333,15,8
355,355,2020-09-07,LG,롯데,0,T,43,40,5,6,16,2,0,1,0,0,0,0,3,0,0,9,2,2,18,0.454545455,11,5
356,356,2020-09-08,NC,롯데,0,B,46,42,14,14,17,5,0,0,0,0,0,0,3,0,1,6,0,0,21,0.55,20,11
357,357,2020-09-08,Hero,SK,0,T,49,43,15,16,17,4,0,5,0,0,0,0,6,0,0,7,1,1,14,0.6,10,6
358,358,2020-09-08,두산,KT,0,B,39,36,6,8,12,7,0,1,0,0,0,0,3,0,0,5,0,0,14,0.272727273,11,3
359,359,2020-09-08,한화,삼성,0,T,43,36,4,4,10,2,0,0,0,0,4,2,3,0,0,9,0,0,12,0.25,4,1
360,360,2020-09-08,KIA,LG,0,B,34,31,3,3,7,4,0,0,0,0,0,0,3,1,0,5,1,1,16,0.222222222,9,2
361,361,2020-09-08,SK,키움,0,B,51,45,12,15,16,4,0,3,0,0,1,0,4,0,1,8,0,0,27,0.4,15,6
362,362,2020-09-08,LG,KIA,0,T,43,35,2,2,11,3,1,0,0,0,0,0,6,0,2,3,2,2,23,0.181818182,11,2
363,363,2020-09-08,삼성,한화,0,B,40,36,2,2,7,1,0,0,2,0,1,0,3,0,0,6,0,0,14,0.142857143,7,1
364,364,2020-09-08,롯데,NC,0,T,38,33,2,2,6,1,0,0,1,0,0,0,5,0,0,6,0,0,22,0.222222222,9,2
365,365,2020-09-08,KT,두산,0,T,38,33,0,0,6,1,0,0,0,0,0,0,5,0,0,7,0,0,20,0,5,0
366,366,2020-09-09,Hero,SK,0,T,53,35,10,13,11,2,0,1,3,0,2,2,16,0,0,5,3,3,28,0.266666667,15,4
367,367,2020-09-09,한화,-9,0,-9,85,75,11,11,22,2,0,3,0,0,1,0,6,0,3,15,2,2,-9,1,-9,-9
368,368,2020-09-09,롯데,NC,0,T,48,36,7,7,8,3,0,0,0,0,2,0,8,0,2,7,0,0,22,0.2,15,3
369,369,2020-09-09,KT,두산,0,T,43,38,4,4,5,0,0,1,1,0,1,0,4,0,0,13,0,0,16,0.2,5,1
370,370,2020-09-09,NC,롯데,0,B,47,42,5,5,11,4,1,1,1,0,0,0,5,1,0,9,1,1,24,0.133333333,15,2
371,371,2020-09-09,SK,키움,0,B,37,35,4,4,9,1,0,2,0,0,0,0,2,0,0,3,2,2,13,0.25,4,1
372,372,2020-09-09,두산,KT,0,B,46,41,2,2,10,2,0,0,1,0,2,1,3,0,0,6,0,0,20,0.142857143,7,1
373,373,2020-09-09,삼성,-9,0,-9,71,62,4,4,10,0,0,1,2,0,1,0,7,0,1,15,0,0,-9,1,-9,-9
374,374,2020-09-10,롯데,삼성,0,B,50,45,12,13,21,3,0,2,0,0,0,0,5,0,0,6,0,0,29,0.368421053,19,7
375,375,2020-09-10,NC,KT,0,B,46,36,12,13,13,3,0,3,0,0,1,1,8,0,1,4,0,0,18,0.454545455,11,5
376,376,2020-09-10,LG,키움,0,B,40,35,6,6,10,2,0,1,0,0,0,0,5,0,0,7,0,0,23,0.3,10,3
377,377,2020-09-10,두산,KIA,0,T,42,36,5,5,9,0,0,0,2,0,0,0,6,0,0,9,0,0,22,0.357142857,14,5
378,378,2020-09-10,SK,한화,0,T,41,36,5,5,9,1,0,1,1,0,0,0,4,0,1,5,0,0,16,0.3,10,3
379,379,2020-09-10,삼성,롯데,0,T,41,37,7,8,10,5,0,0,0,0,1,0,3,0,0,6,0,0,18,0.235294118,17,4
380,380,2020-09-10,KT,NC,0,T,37,32,8,8,8,0,1,4,0,0,1,1,1,0,3,7,1,1,5,0.333333333,3,1
381,381,2020-09-10,KIA,두산,0,B,36,32,4,4,7,0,1,1,0,0,0,0,4,0,0,7,0,0,10,0.285714286,7,2
382,382,2020-09-10,Hero,LG,0,T,36,32,1,1,6,1,0,1,0,0,1,0,3,0,0,7,0,0,16,0,8,0
383,383,2020-09-10,한화,SK,0,B,34,30,1,1,5,0,0,0,0,0,0,0,3,0,1,9,2,2,15,0.166666667,6,1
384,384,2020-09-11,롯데,삼성,0,B,45,37,12,12,14,2,0,1,0,0,0,0,8,0,0,8,1,1,23,0.470588235,17,8
385,385,2020-09-11,NC,KT,0,B,40,37,8,9,13,4,0,3,2,0,0,0,3,0,0,7,0,0,13,0.384615385,13,5
386,386,2020-09-11,Hero,LG,0,T,41,38,8,8,13,3,1,0,1,0,1,0,0,0,2,4,1,1,17,0.416666667,12,5
387,387,2020-09-11,SK,한화,0,T,36,33,3,4,8,3,0,0,0,0,1,1,2,0,0,5,0,0,19,0.125,8,1
388,388,2020-09-11,LG,키움,0,B,38,33,2,2,8,1,0,0,1,0,2,2,3,0,0,11,0,0,16,0.2,5,1
389,389,2020-09-11,삼성,롯데,0,T,38,36,4,4,8,0,0,2,0,0,1,1,1,0,0,9,0,0,13,0,5,0
390,390,2020-09-11,KT,NC,0,T,38,31,1,1,6,0,1,1,0,0,1,0,5,0,1,10,1,1,22,0,7,0
391,391,2020-09-11,한화,SK,0,B,38,34,3,3,6,1,0,0,0,0,0,0,4,0,0,12,1,1,19,0.125,8,1
392,392,2020-09-12,KIA,NC,0,T,48,40,10,11,14,5,0,2,0,0,0,0,6,0,2,2,0,0,19,0.357142857,14,5
393,393,2020-09-12,Hero,두산,0,B,36,31,2,2,9,2,0,0,0,0,1,0,3,0,1,6,0,0,18,0.25,8,2
394,394,2020-09-12,KT,한화,0,B,38,31,5,5,9,1,0,0,3,0,1,1,5,0,1,3,0,0,20,0.285714286,14,4
395,395,2020-09-12,삼성,LG,0,T,36,32,5,5,7,0,1,2,1,0,0,0,4,0,0,8,1,1,7,0.25,4,1
396,396,2020-09-12,SK,롯데,0,B,32,29,1,2,5,1,0,0,0,0,0,0,3,0,0,2,1,1,12,0.166666667,6,1
